"region_id" "fish_id" "year_class" "station_id" "age_range" "d13c" "d18o"
"278" "JP" "2015_9_HH_T3_42L" 2015 "2015_T3" "E" -7.894272832 -0.349282442
"279" "JP" "2015_9_HH_T3_42L" 2015 "2015_T3" "F" -6.91569483 0.116037975
"280" "JP" "2015_9_HH_T3_42L" 2015 "2015_T3" "G" -6.865162496 -0.247622481
"281" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "A" -5.06311092 0.317065066
"282" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "B" -7.220807432 -0.239778986
"283" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "C" -8.366750917 0.02722634
"284" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "D" -7.637556185 0.030179151
"285" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "E" -6.536193764 0.24932361
"286" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "F" -5.84626708 0.355403549
"287" "JP" "2015_9_HH_T3_43L" 2015 "2015_T3" "G" -5.557538952 0.260866213
"288" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "A" -6.851739179 -0.136622085
"289" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "B" -7.323514862 -0.20799644
"290" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "C" -7.946203124 -0.057137287
"291" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "D" -7.56910547 -0.113996003
"292" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "E" -7.707105164 -0.321327489
"293" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "F" -6.837059072 -0.424544974
"294" "JP" "2009_10_HH_T8_22L" 2009 "2009_T8" "G" -5.471260716 -0.364251833
"295" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "A" -6.573221063 -0.356670695
"296" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "B" -7.934296344 -0.322067372
"297" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "C" -7.757647509 -0.213607011
"298" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "D" -7.094255315 0.001468328
"299" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "E" -5.761729579 -0.043472128
"300" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "F" -4.880180157 -0.370553536
"301" "JP" "2009_10_HH_T8_24L" 2009 "2009_T8" "G" -4.162595739 -0.063321361
"302" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "A" -6.356770888 -0.032568866
"303" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "B" -8.033004014 -0.653274245
"304" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "C" -9.747902008 -0.877958607
"305" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "D" -8.799062886 -0.682146831
"306" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "E" -7.82580359 -0.474760846
"307" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "F" -7.038958406 -0.263264155
"308" "JP" "2009_10_HH_T8_26L" 2009 "2009_T8" "G" -5.83026893 -0.256987668
"309" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "A" -9.378537848 -0.977251476
"310" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "B" -9.403762354 -0.984826997
"311" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "C" -9.111548381 -0.64809109
"312" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "D" -8.229968231 -0.892244876
"313" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "E" -7.608776818 -0.800820936
"314" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "F" -7.363044285 -1.123622887
"315" "JP" "2009_10_HH_T8_27L" 2009 "2009_T8" "G" -4.906678859 -0.310253785
"316" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "A" -6.748111196 -0.485945466
"317" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "B" -8.515208074 -0.521995563
"318" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "C" -9.188223655 -0.766261026
"319" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "D" -8.258274053 -0.566852305
"320" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "E" -7.028970589 0.079295662
"321" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "F" -6.071205355 -0.442513532
"322" "JP" "2015_9_HH_T5_31L" 2015 "2015_T5" "G" -5.794754163 -0.321766267
"323" "JP" "2015_9_HH_T5_32L" 2015 "2015_T5" "A" -7.321072579 -0.375142225
"324" "JP" "2015_9_HH_T5_32L" 2015 "2015_T5" "C" -8.597132592 -0.562259106
"325" "JP" "2015_9_HH_T5_32L" 2015 "2015_T5" "D" -7.479911005 -0.565772148
"326" "JP" "2015_9_HH_T5_32L" 2015 "2015_T5" "E" -6.400615328 -0.414187641
"327" "JP" "2015_9_HH_T5_32L" 2015 "2015_T5" "F" -5.707515411 -0.121184675
"328" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "A" -6.005501221 0.074892388
"329" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "B" -7.707057934 0.247236669
"330" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "C" -8.80641845 -0.222941608
"331" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "D" -8.177370935 -0.155323148
"332" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "E" -7.084410989 0.050679021
"333" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "F" -6.357052555 0.320301519
"334" "JP" "2015_9_HH_T5_33L" 2015 "2015_T5" "G" -5.612499755 0.392958482
"335" "JP" "2015_9_HH_T5_34R" 2015 "2015_T5" "B" -7.989543979 -0.124104926
"336" "JP" "2015_9_HH_T5_34R" 2015 "2015_T5" "C" -9.160832865 -0.029628465
"337" "JP" "2015_9_HH_T5_34R" 2015 "2015_T5" "D" -8.427134625 -0.258944062
"338" "JP" "2015_9_HH_T5_34R" 2015 "2015_T5" "E" -7.072776071 0.254018509
"339" "JP" "2015_9_HH_T5_34R" 2015 "2015_T5" "F" -5.995123297 0.43102844
"340" "JP" "2015_9_HH_T5_34R" 2015 "2015_T5" "G" -5.173477553 0.490846505
"341" "JP" "2015_9_HH_T5_42L" 2015 "2015_T5" "A" -7.658921203 -0.389017063
"342" "JP" "2015_9_HH_T5_42L" 2015 "2015_T5" "B" -8.031385659 -0.081827305
"343" "JP" "2015_9_HH_T5_42L" 2015 "2015_T5" "D" -7.714599579 0.00107974
"344" "JP" "2015_9_HH_T5_42L" 2015 "2015_T5" "E" -6.486929169 0.245822078
"345" "JP" "2015_9_HH_T5_42L" 2015 "2015_T5" "F" -5.979949952 0.414702687
"346" "JP" "2015_9_HH_T5_42L" 2015 "2015_T5" "G" -5.53724396 0.155452531
"347" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "A" -4.829781207 0.415975875
"348" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "B" -7.597576061 -0.029711514
"349" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "C" -9.167112682 -0.37799041
"350" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "D" -7.970976689 0.066860338
"351" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "E" -7.248198973 0.071034809
"352" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "F" -6.186538424 0.228856295
"353" "JP" "2015_9_HH_T5_37R" 2015 "2015_T5" "G" -5.83411648 0.124623993
"354" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "A" -5.614114796 0.209552904
"355" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "B" -5.759538391 0.622734034
"356" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "C" -6.973408965 0.588282777
"357" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "D" -7.379565694 0.405637955
"358" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "E" -7.453070373 -0.06077197
"359" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "F" -6.774253301 0.070355871
"360" "JP" "2014_9_HH_T11_2L" 2014 "2014_T11" "G" -5.975888806 0.265991117
"361" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "A" -5.876485841 0.211979249
"362" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "B" -6.966331694 0.314894231
"363" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "C" -7.97750104 0.358985319
"364" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "D" -7.340578434 0.560034322
"365" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "E" -5.92452994 0.686845304
"366" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "F" -5.126917941 0.539907958
"367" "JP" "2014_9_HH_T11_5L" 2014 "2014_T11" "G" -5.255991963 0.498148379
"368" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "A" -6.458878587 -0.005299961
"369" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "B" -7.345748867 0.373854236
"370" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "C" -7.414311202 0.365609403
"371" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "D" -6.801583664 0.233088084
"372" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "E" -6.394715256 0.115392534
"373" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "F" -6.003484634 0.146581247
"374" "JP" "2014_9_HH_T11_6L" 2014 "2014_T11" "G" -6.148601225 0.309220743
"375" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "A" -7.899001195 -0.702587561
"376" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "B" -8.882370774 -0.124659122
"377" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "C" -8.760788497 -0.384190199
"378" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "D" -7.908638133 -0.132069711
"379" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "E" -6.945583625 0.202348209
"380" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "F" -6.767949499 0.198973298
"381" "JP" "2014_9_HH_T11_9L" 2014 "2014_T11" "G" -6.304041465 -0.027533346
"382" "JP" "2014_9_HH_T11_10L" 2014 "2014_T11" "A" -6.030677493 0.10917479
"383" "JP" "2014_9_HH_T11_10L" 2014 "2014_T11" "B" -6.322297158 0.251204268
"384" "JP" "2014_9_HH_T11_10L" 2014 "2014_T11" "C" -7.787416933 0.322488259
"385" "JP" "2014_9_HH_T11_10L" 2014 "2014_T11" "E" -6.777129186 -0.056051585
"386" "JP" "2014_9_HH_T11_10L" 2014 "2014_T11" "F" -6.619824597 -0.036240192
"387" "JP" "2014_9_HH_T11_10L" 2014 "2014_T11" "G" -6.448702247 -0.153137294
"388" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "A" -5.549002649 -0.026395498
"389" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "B" -7.461041466 0.246008372
"390" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "C" -7.26571281 0.355964588
"391" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "D" -7.2328825 -0.096725873
"392" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "E" -5.991095745 0.17898654
"393" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "F" -6.036593151 0.160723432
"394" "JP" "2014_9_HH_T11_11L" 2014 "2014_T11" "G" -5.245119048 0.372578069
"395" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "A" -4.79179844 0.351643768
"396" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "B" -7.509757932 0.612894147
"397" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "C" -8.06723658 0.464920955
"398" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "D" -7.04373677 0.454945887
"399" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "E" -6.329262805 0.414937323
"400" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "F" -6.426079453 0.057861822
"401" "JP" "2014_9_HH_T12_1L" 2014 "2014_T12" "G" -6.322954435 0.10355684
"402" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "A" -6.865479086 -0.281899203
"403" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "B" -8.273353772 -0.148681827
"404" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "C" -9.067711767 -0.04720366
"405" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "D" -8.943663717 -0.54505228
"406" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "E" -8.022832633 -0.049305014
"407" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "F" -7.361065268 -0.058977092
"408" "JP" "2014_9_HH_T12_2R" 2014 "2014_T12" "G" -6.846977566 -0.207753554
"409" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "A" -5.359255131 0.376720655
"410" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "B" -6.959960292 0.194905562
"411" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "C" -7.711527827 0.13651721
"412" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "D" -7.376704065 0.081627625
"413" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "E" -7.226475993 0.051128536
"414" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "F" -7.2684673 -0.195683286
"415" "JP" "2014_9_HH_T12_7L" 2014 "2014_T12" "G" -6.40646463 0.061064101
"416" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "A" -5.767320427 0.337604131
"417" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "B" -7.4602773 -0.296033202
"418" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "C" -9.124555752 -0.212529089
"419" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "D" -9.20531764 -0.045002744
"420" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "E" -8.856489533 -0.119050772
"421" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "F" -8.246048168 -0.515288691
"422" "JP" "2014_9_HH_T12_16L" 2014 "2014_T12" "G" -7.284628225 0.017844443
"423" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "A" -5.531287778 0.344650113
"424" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "B" -7.171093038 0.183403446
"425" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "C" -8.242461638 0.08033609
"426" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "D" -8.172015294 0.151842383
"427" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "E" -7.333666819 0.402084904
"428" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "F" -6.838607411 -0.025336925
"429" "JP" "2014_9_HH_T12_17L" 2014 "2014_T12" "G" -6.503278534 0.271245484
"430" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "A" -5.51692833 -0.02292588
"431" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "B" -7.405957369 0.122239867
"432" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "C" -8.565990291 -0.013092383
"433" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "D" -7.896063102 -0.223268643
"434" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "E" -6.499617735 -0.112014042
"435" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "F" -6.171772306 -0.133836187
"436" "JP" "2014_9_HH_T12_18R" 2014 "2014_T12" "G" -6.101790652 0.120198787
"437" "JP" "2010_10_HH_T18_27R" 2010 "2010_T18" "A" -6.194580059 0.076757674
"438" "JP" "2010_10_HH_T18_27R" 2010 "2010_T18" "B" -7.850291914 -0.051773632
"439" "JP" "2010_10_HH_T18_27R" 2010 "2010_T18" "C" -8.095075383 -0.172935634
"440" "JP" "2010_10_HH_T18_27R" 2010 "2010_T18" "D" -7.720417236 -0.289472655
"441" "JP" "2010_10_HH_T18_27R" 2010 "2010_T18" "E" -7.007563506 -0.582332787
"442" "JP" "2010_10_HH_T18_27R" 2010 "2010_T18" "F" -6.083890605 -0.248080488
"443" "JP" "2010_10_HH_T18_43R" 2010 "2010_T18" "A" -7.038843486 -0.093716388
"444" "JP" "2010_10_HH_T18_43R" 2010 "2010_T18" "C" -7.857862168 -0.109485048
"445" "JP" "2010_10_HH_T18_43R" 2010 "2010_T18" "D" -6.544471624 -0.40173247
"446" "JP" "2010_10_HH_T18_43R" 2010 "2010_T18" "E" -6.54276054 -0.364249985
"447" "JP" "2010_10_HH_T18_43R" 2010 "2010_T18" "F" -6.370490579 -0.196880793
"448" "JP" "2010_10_HH_T18_43R" 2010 "2010_T18" "G" -6.069997097 -0.536589213
"449" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "A" -7.771828636 -0.603124231
"450" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "B" -9.005453305 -0.904948361
"451" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "C" -8.58697636 -0.567717637
"452" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "D" -7.448778243 -0.402822289
"453" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "E" -6.643640732 -0.255077378
"454" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "F" -5.831307412 -0.303029015
"455" "JP" "2010_10_HH_T18_48L" 2010 "2010_T18" "G" -5.520790378 -0.407774329
"456" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "A" -7.288756314 -0.160748679
"457" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "B" -7.689866283 -0.273970776
"458" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "C" -7.890984579 -0.243447344
"459" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "D" -6.972844308 -0.241895238
"460" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "E" -6.330164381 -0.402031785
"461" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "F" -6.232966098 -0.129768136
"462" "JP" "2010_10_HH_T18_53R" 2010 "2010_T18" "G" -5.683101947 -0.301477202
"463" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "A" -5.866292578 -0.181030656
"464" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "B" -7.158108602 -0.351068742
"465" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "C" -8.198248945 -0.419404599
"466" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "D" -8.053180604 -0.925269536
"467" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "E" -7.712432284 -0.77422261
"468" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "F" -7.041291754 -0.667133922
"469" "JP" "2010_10_HH_T18_35R" 2010 "2010_T18" "G" -6.373541039 -0.406761175
"470" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "A" -6.444821765 -0.619696036
"471" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "B" -8.379558919 -0.913395059
"472" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "C" -8.70329257 -0.766467036
"473" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "D" -7.513041554 -0.663483066
"474" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "E" -6.429827514 -0.688387084
"475" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "F" -5.859153042 -0.34690803
"476" "JP" "2010_10_HH_T18_58L" 2010 "2010_T18" "G" -5.228477282 -0.540946579
"477" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "A" -6.70483416 -0.140696793
"478" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "B" -8.942925319 -0.424364194
"479" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "C" -8.690612624 -0.549291158
"480" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "D" -7.136896506 -0.225245995
"481" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "E" -6.10194507 -0.006490529
"482" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "F" -5.600737207 0.077638823
"483" "JP" "2015_9_HH_T11_31L" 2015 "2015_T11" "G" -5.404180983 -0.246012811
"484" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "A" -7.567674747 -0.262913087
"485" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "B" -9.554151829 -0.498228263
"486" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "C" -8.723044926 -0.446551293
"487" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "D" -7.530956914 -0.46585203
"488" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "E" -6.429624666 -0.077946074
"489" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "F" -6.001470203 -0.131281693
"490" "JP" "2015_9_HH_T11_32L" 2015 "2015_T11" "G" -5.018909995 -0.053410498
"491" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "A" -6.690647242 -0.187075472
"492" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "B" -7.937636286 -0.114955038
"493" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "C" -8.685062072 -0.413517762
"494" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "D" -8.066716134 -0.411915347
"495" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "E" -6.930878973 -0.28180242
"496" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "F" -6.314622675 0.008649662
"497" "JP" "2015_9_HH_T11_34L" 2015 "2015_T11" "G" -6.179683779 -0.181515854
"498" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "A" -6.352769075 0.114823049
"499" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "B" -9.273158997 -0.362087966
"500" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "C" -8.581269659 0.092606443
"501" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "D" -7.646714401 0.160352867
"502" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "E" -7.110476282 -0.17747468
"503" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "F" -6.92090578 -0.174013185
"504" "JP" "2015_9_HH_T11_37L" 2015 "2015_T11" "G" -6.275686024 0.121247846
"505" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "A" -6.975389848 -0.20514771
"506" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "B" -9.621186892 -0.527046326
"507" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "C" -9.279061651 -0.467556082
"508" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "D" -8.40535526 -0.395925712
"509" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "E" -7.946886208 -0.544989117
"510" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "F" -7.443705401 -0.167507615
"511" "JP" "2015_9_HH_T11_41L" 2015 "2015_T11" "G" -6.355549319 -0.023945375
"512" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "A" -7.033562606 0.001427548
"513" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "B" -8.412583969 -0.428129483
"514" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "C" -8.708297595 -0.277047466
"515" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "D" -7.496167292 -0.282785561
"516" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "E" -6.620610541 -0.111449431
"517" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "F" -6.070282642 0.120331735
"518" "JP" "2015_9_HH_T11_43L" 2015 "2015_T11" "G" -5.458718003 0.264170846
"519" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "A" -5.926523676 0.076419761
"520" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "B" -7.328015695 -0.049938112
"521" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "C" -8.50911694 -0.025373636
"522" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "D" -8.303550166 -0.119342967
"523" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "E" -7.329211924 -0.300261402
"524" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "F" -6.437354681 0.166784308
"525" "JP" "2015_9_HH_T8_44L" 2015 "2015_T8" "G" -6.107466509 -0.044867175
"526" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "A" -6.430994626 -0.154417801
"527" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "B" -8.691784039 -0.176065123
"528" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "C" -8.299040313 -0.211117156
"529" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "D" -7.466754848 -0.065414492
"530" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "E" -6.749333684 -0.044610967
"531" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "F" -5.821843863 0.149122869
"532" "JP" "2015_9_HH_T8_45L" 2015 "2015_T8" "G" -5.330149129 0.154728594
"533" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "A" -6.355611835 -0.114082171
"534" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "B" -8.122317698 -0.305687687
"535" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "C" -9.13809384 -0.369668672
"536" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "D" -8.349162454 -0.075358504
"537" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "E" -7.368787193 -0.020746875
"538" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "F" -6.125585401 0.174857237
"539" "JP" "2015_9_HH_T8_47L" 2015 "2015_T8" "G" -5.5166213 0.16271516
"540" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "A" -5.917407989 0.159416351
"541" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "B" -7.384475779 0.211764931
"542" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "C" -7.722170739 0.299601929
"543" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "D" -6.692365406 0.069256793
"544" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "E" -6.164104402 0.258845502
"545" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "F" -5.406706407 0.444143558
"546" "JP" "2015_9_HH_T8_48L" 2015 "2015_T8" "G" -4.921922492 0.381297688
"547" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "A" -6.29165044 -0.2284995
"548" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "B" -7.871911695 -0.005936727
"549" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "C" -9.338447679 -0.354761874
"550" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "D" -7.8657692 -0.09924793
"551" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "E" -6.812137892 0.01094389
"552" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "F" -6.022046073 0.269353385
"553" "JP" "2015_9_HH_T8_49L" 2015 "2015_T8" "G" -5.403706219 0.313116103
"554" "JP" "2015_9_HH_T8_50L" 2015 "2015_T8" "A" -5.67252169 0.32170081
"555" "JP" "2015_9_HH_T8_50L" 2015 "2015_T8" "B" -7.494751768 0.203150194
"556" "JP" "2015_9_HH_T8_50L" 2015 "2015_T8" "C" -8.066021311 0.183350766
"557" "JP" "2015_9_HH_T8_50L" 2015 "2015_T8" "D" -6.964889928 0.362106827
"558" "JP" "2015_9_HH_T8_50L" 2015 "2015_T8" "E" -6.291269352 0.372629359
