"fish_id" "distance" "sr8786" "location"
"241" "Ma2" 1600 0.709038240068194 "Mamore"
"242" "Ma2" 1625 0.709465141644265 "Mamore"
"243" "Ma2" 1650 0.709713809976749 "Mamore"
"244" "Ma2" 1675 0.709234891810151 "Mamore"
"245" "Ma2" 1700 0.709654254954987 "Mamore"
"246" "Ma2" 1725 0.709680579257649 "Mamore"
"247" "Ma2" 1750 0.708965808506279 "Mamore"
"248" "Ma2" 1775 0.709452277769879 "Mamore"
"249" "Ma2" 1800 0.709884980128156 "Mamore"
"250" "Ma2" 1825 0.708923147156303 "Mamore"
"251" "Ma2" 1850 0.709581880610835 "Mamore"
"252" "Ma2" 1875 0.709483292936656 "Mamore"
"253" "Ma2" 1900 0.708825306615083 "Mamore"
"254" "Ma2" 1925 0.709710043278603 "Mamore"
"255" "Ma2" 1950 0.709941007938822 "Mamore"
"256" "Ma2" 1975 0.709023437288277 "Mamore"
"257" "Ma2" 2000 0.709634010620319 "Mamore"
"258" "Ma2" 2025 0.709693167584022 "Mamore"
"259" "Ma2" 2050 0.709200343766847 "Mamore"
"260" "Ma2" 2075 0.709737871608231 "Mamore"
"261" "Ma2" 2100 0.709371060801436 "Mamore"
"262" "Ma2" 2125 0.709118645857281 "Mamore"
"263" "Ma2" 2150 0.709570875000873 "Mamore"
"264" "Ma2" 2175 0.709477843318855 "Mamore"
"265" "Ma2" 2200 0.709085569522452 "Mamore"
"266" "Ma2" 2225 0.709931757282538 "Mamore"
"267" "Ma2" 2250 0.709575754799558 "Mamore"
"268" "Ma2" 2275 0.709285727903175 "Mamore"
"269" "Ma2" 2300 0.709802247267866 "Mamore"
"270" "Ma2" 2325 0.709175739726649 "Mamore"
"271" "Ma2" 2350 0.709285846188997 "Mamore"
"272" "Ma2" 2375 0.709823222954223 "Mamore"
"273" "Ma2" 2400 0.709113115746453 "Mamore"
"274" "Ma2" 2425 0.709154876191738 "Mamore"
"275" "Ma2" 2450 0.709509379448034 "Mamore"
"276" "Ma2" 2475 0.70921568402613 "Mamore"
"277" "Ma2" 2500 0.709608019808035 "Mamore"
"278" "Ma2" 2525 0.710173950785831 "Mamore"
"279" "Ma2" 2550 0.710292201879731 "Mamore"
"280" "Ma2" 2575 0.711509095515271 "Mamore"
"281" "Ma2" 2600 0.711931619241457 "Mamore"
"282" "Ma2" 2625 0.711856898453722 "Mamore"
"283" "Ma2" 2650 0.713713478650461 "Mamore"
"284" "Ma2" 2675 0.714877346597642 "Mamore"
"285" "Ma2" 2700 0.7139826130154 "Mamore"
"286" "Ma2" 2725 0.714729630336187 "Mamore"
"287" "Ma2" 2750 0.714694917399685 "Mamore"
"288" "Ma2" 2775 0.714444254017973 "Mamore"
"289" "Ma2" 2800 0.71538019164615 "Mamore"
"290" "Ma2" 2825 0.715605946911221 "Mamore"
"291" "Ma2" 2850 0.715698870293103 "Mamore"
"292" "Ma2" 2875 0.71600783902302 "Mamore"
"293" "Ma2" 2900 0.716198884147276 "Mamore"
"294" "Ma2" 2925 0.715441761849808 "Mamore"
"295" "Ma2" 2950 0.716344185517726 "Mamore"
"296" "Ma2" 2975 0.717123014963569 "Mamore"
"297" "Ma2" 3000 0.71751136765048 "Mamore"
"298" "Ma2" 3025 0.71827617528085 "Mamore"
"299" "Ma2" 3050 0.717879770863585 "Mamore"
"300" "Ma2" 3075 0.717517459961395 "Mamore"
"301" "Ma2" 3100 0.718335758307549 "Mamore"
"302" "Ma2" 3125 0.718537245857505 "Mamore"
"303" "Ma2" 3150 0.719326254368872 "Mamore"
"304" "Ma2" 3175 0.719498380138742 "Mamore"
"305" "Ma2" 3200 0.718975711049364 "Mamore"
"306" "Ma2" 3225 0.719352395951765 "Mamore"
"307" "Ma2" 3250 0.719176099181385 "Mamore"
"308" "Ma2" 3275 0.718896932338624 "Mamore"
"309" "Ma2" 3300 0.719666130092628 "Mamore"
"310" "Ma2" 3325 0.720035471236582 "Mamore"
"311" "Ma2" 3350 0.719494742500687 "Mamore"
"312" "Ma2" 3375 0.720055200084572 "Mamore"
"313" "Ma2" 3400 0.720203156894119 "Mamore"
"314" "Ma2" 3425 0.720253919125865 "Mamore"
"315" "Ma2" 3450 0.720335110709423 "Mamore"
"316" "Ma2" 3475 0.720446363793886 "Mamore"
"317" "Ma2" 3500 0.720099993611505 "Mamore"
"318" "Ma2" 3525 0.720676092883635 "Mamore"
"319" "Ma2" 3550 0.720012153330074 "Mamore"
"320" "Ma2" 3575 0.719760832789215 "Mamore"
"321" "Ma2" 3600 0.720823616515872 "Mamore"
"322" "Ma2" 3625 0.720234124162912 "Mamore"
"323" "Ma2" 3650 0.719903145291045 "Mamore"
