"fish_code" "distance" "oto_sr8786" "river"
"2313" "8005" 125.4 0.7148909 "Yarra"
"2314" "8005" 132 0.7154358 "Yarra"
"2315" "8005" 138.6 0.7142621 "Yarra"
"2316" "8005" 145.2 0.7166634 "Yarra"
"2317" "8005" 151.8 0.7147495 "Yarra"
"2318" "8005" 158.4 0.7159711 "Yarra"
"2319" "8005" 165 0.7154132 "Yarra"
"2320" "8005" 171.6 0.7161995 "Yarra"
"2321" "8005" 178.2 0.7146751 "Yarra"
"2322" "8005" 184.8 0.7157447 "Yarra"
"2323" "8005" 191.4 0.7154686 "Yarra"
"2324" "8005" 198 0.7160227 "Yarra"
"2325" "8005" 204.6 0.7145234 "Yarra"
"2326" "8005" 211.2 0.7141703 "Yarra"
"2327" "8005" 217.8 0.7146985 "Yarra"
"2328" "8005" 224.4 0.7154397 "Yarra"
"2329" "8005" 231 0.7143593 "Yarra"
"2330" "8005" 237.6 0.7155699 "Yarra"
"2331" "8005" 244.2 0.7152972 "Yarra"
"2332" "8005" 250.8 0.7150094 "Yarra"
"2333" "8005" 257.4 0.7148497 "Yarra"
"2334" "8005" 264 0.7151489 "Yarra"
"2335" "8005" 270.6 0.7138019 "Yarra"
"2336" "8005" 277.2 0.7150871 "Yarra"
"2337" "8005" 283.8 0.7152584 "Yarra"
"2338" "8005" 290.4 0.7153267 "Yarra"
"2339" "8005" 297 0.7150555 "Yarra"
"2340" "8005" 303.6 0.7147143 "Yarra"
"2341" "8005" 310.2 0.7142496 "Yarra"
"2342" "8005" 316.8 0.7135722 "Yarra"
"2343" "8005" 323.4 0.7135053 "Yarra"
"2344" "8005" 330 0.7154022 "Yarra"
"2345" "8005" 336.6 0.7142429 "Yarra"
"2346" "8005" 343.2 0.7141063 "Yarra"
"2347" "8005" 349.8 0.7146012 "Yarra"
"2348" "8005" 356.4 0.7145973 "Yarra"
"2349" "8005" 363 0.713672 "Yarra"
"2350" "8005" 369.6 0.71366 "Yarra"
"2351" "8005" 376.2 0.7145841 "Yarra"
"2352" "8005" 382.8 0.7144954 "Yarra"
"2353" "8005" 389.4 0.7136264 "Yarra"
"2354" "8005" 396 0.7134032 "Yarra"
"2355" "8006" 0 0.7131061 "Yarra"
"2356" "8006" 6.6 0.7141734 "Yarra"
"2357" "8006" 13.2 0.7140944 "Yarra"
"2358" "8006" 19.8 0.7141336 "Yarra"
"2359" "8006" 26.4 0.7130122 "Yarra"
"2360" "8006" 33 0.7143108 "Yarra"
"2361" "8006" 39.6 0.7137491 "Yarra"
"2362" "8006" 46.2 0.7135338 "Yarra"
"2363" "8006" 52.8 0.7149717 "Yarra"
"2364" "8006" 59.4 0.7139477 "Yarra"
"2365" "8006" 66 0.71289 "Yarra"
"2366" "8006" 72.6 0.7152708 "Yarra"
"2367" "8006" 79.2 0.7140348 "Yarra"
"2368" "8006" 85.8 0.7140047 "Yarra"
"2369" "8006" 92.4 0.713966 "Yarra"
"2370" "8006" 99 0.7135256 "Yarra"
"2371" "8006" 105.6 0.7148982 "Yarra"
"2372" "8006" 112.2 0.7148282 "Yarra"
"2373" "8006" 118.8 0.7132716 "Yarra"
"2374" "8006" 125.4 0.713965 "Yarra"
"2375" "8006" 132 0.714114 "Yarra"
"2376" "8006" 138.6 0.7141447 "Yarra"
"2377" "8006" 145.2 0.7148641 "Yarra"
"2378" "8006" 151.8 0.714678 "Yarra"
"2379" "8006" 158.4 0.7132202 "Yarra"
"2380" "8006" 165 0.7146583 "Yarra"
"2381" "8006" 171.6 0.71438 "Yarra"
"2382" "8006" 178.2 0.7139468 "Yarra"
"2383" "8006" 184.8 0.7147119 "Yarra"
"2384" "8006" 191.4 0.7133636 "Yarra"
"2385" "8006" 198 0.7139129 "Yarra"
"2386" "8006" 204.6 0.7139333 "Yarra"
"2387" "8006" 211.2 0.7128599 "Yarra"
"2388" "8006" 217.8 0.7140497 "Yarra"
"2389" "8006" 224.4 0.7137537 "Yarra"
"2390" "8006" 231 0.7135095 "Yarra"
"2391" "8006" 237.6 0.7142746 "Yarra"
"2392" "8006" 244.2 0.7128072 "Yarra"
"2393" "8006" 250.8 0.7134265 "Yarra"
"2394" "8006" 257.4 0.7122339 "Yarra"
"2395" "8006" 264 0.7143229 "Yarra"
"2396" "8006" 270.6 0.7133739 "Yarra"
"2397" "8006" 277.2 0.713876 "Yarra"
"2398" "8006" 283.8 0.712627 "Yarra"
"2399" "8006" 290.4 0.713103 "Yarra"
"2400" "8006" 297 0.7136459 "Yarra"
"2401" "8006" 303.6 0.7140479 "Yarra"
"2402" "8006" 310.2 0.7138909 "Yarra"
"2403" "8006" 316.8 0.7132758 "Yarra"
"2404" "8006" 323.4 0.7141283 "Yarra"
"2405" "8006" 330 0.7140043 "Yarra"
"2406" "8006" 336.6 0.7148863 "Yarra"
"2407" "8006" 343.2 0.7145078 "Yarra"
"2408" "8006" 349.8 0.7146128 "Yarra"
"2409" "8006" 356.4 0.7132904 "Yarra"
"2410" "8006" 363 0.7135751 "Yarra"
"2411" "8006" 369.6 0.7135484 "Yarra"
"2412" "8006" 376.2 0.713615 "Yarra"
"2413" "8006" 382.8 0.7141731 "Yarra"
"2414" "8006" 389.4 0.7142353 "Yarra"
"2415" "8006" 396 0.7122486 "Yarra"
"2416" "8006" 402.6 0.7142821 "Yarra"
"2417" "8006" 409.2 0.714339 "Yarra"
"2418" "8006" 415.8 0.713752 "Yarra"
"2419" "8006" 422.4 0.7153282 "Yarra"
"2420" "8006" 429 0.7141756 "Yarra"
"2421" "8006" 435.6 0.7140917 "Yarra"
"2422" "8006" 442.200000000001 0.7136855 "Yarra"
"2423" "8006" 448.800000000001 0.714361 "Yarra"
"2424" "8006" 455.400000000001 0.7143515 "Yarra"
"2425" "8006" 462.000000000001 0.714411 "Yarra"
"2426" "8006" 468.600000000001 0.7151367 "Yarra"
"2427" "8006" 475.200000000001 0.7138145 "Yarra"
"2428" "8006" 481.800000000001 0.7141049 "Yarra"
"2429" "8006" 488.400000000001 0.7147572 "Yarra"
"2430" "8006" 495.000000000001 0.7143175 "Yarra"
"2431" "8006" 501.600000000001 0.7135964 "Yarra"
"2432" "8006" 508.200000000001 0.7141374 "Yarra"
"2433" "8006" 514.800000000001 0.7126147 "Yarra"
"2434" "8006" 521.400000000001 0.7140596 "Yarra"
"2435" "8006" 528.000000000001 0.7140543 "Yarra"
"2436" "8006" 534.600000000001 0.7131829 "Yarra"
"2437" "8006" 541.200000000001 0.7130316 "Yarra"
"2438" "8006" 547.800000000001 0.713092 "Yarra"
"2439" "8008" 0 0.7150037 "Yarra"
"2440" "8008" 6.6 0.7147712 "Yarra"
"2441" "8008" 13.2 0.7137393 "Yarra"
"2442" "8008" 19.8 0.7142503 "Yarra"
"2443" "8008" 26.4 0.7136693 "Yarra"
"2444" "8008" 33 0.7147942 "Yarra"
"2445" "8008" 39.6 0.7148938 "Yarra"
"2446" "8008" 46.2 0.713858 "Yarra"
"2447" "8008" 52.8 0.7136626 "Yarra"
"2448" "8008" 59.4 0.7144005 "Yarra"
"2449" "8008" 66 0.7135114 "Yarra"
"2450" "8008" 72.6 0.7143364 "Yarra"
"2451" "8008" 79.2 0.7146484 "Yarra"
"2452" "8008" 85.8 0.7145291 "Yarra"
"2453" "8008" 92.4 0.7154049 "Yarra"
"2454" "8008" 99 0.7138575 "Yarra"
"2455" "8008" 105.6 0.7149527 "Yarra"
"2456" "8008" 112.2 0.7147067 "Yarra"
"2457" "8008" 118.8 0.7144084 "Yarra"
"2458" "8008" 125.4 0.7138377 "Yarra"
"2459" "8008" 132 0.7139027 "Yarra"
"2460" "8008" 138.6 0.7142123 "Yarra"
"2461" "8008" 145.2 0.7141869 "Yarra"
"2462" "8008" 151.8 0.713683 "Yarra"
"2463" "8008" 158.4 0.7142816 "Yarra"
"2464" "8008" 165 0.7135551 "Yarra"
"2465" "8008" 171.6 0.7138244 "Yarra"
"2466" "8008" 178.2 0.7130821 "Yarra"
"2467" "8008" 184.8 0.713763 "Yarra"
"2468" "8008" 191.4 0.7136452 "Yarra"
"2469" "8008" 198 0.7139918 "Yarra"
"2470" "8008" 204.6 0.7139073 "Yarra"
"2471" "8008" 211.2 0.7142566 "Yarra"
"2472" "8008" 217.8 0.71384 "Yarra"
"2473" "8008" 224.4 0.7154436 "Yarra"
"2474" "8008" 231 0.7145436 "Yarra"
"2475" "8008" 237.6 0.7139178 "Yarra"
"2476" "8008" 244.2 0.7136654 "Yarra"
"2477" "8008" 250.8 0.7139695 "Yarra"
"2478" "8008" 257.4 0.7133612 "Yarra"
"2479" "8008" 264 0.7142324 "Yarra"
"2480" "8008" 270.6 0.7140407 "Yarra"
"2481" "8008" 277.2 0.7136472 "Yarra"
"2482" "8008" 283.8 0.7143536 "Yarra"
"2483" "8008" 290.4 0.7136019 "Yarra"
"2484" "8008" 297 0.7138335 "Yarra"
"2485" "8008" 303.6 0.7131573 "Yarra"
"2486" "8008" 310.2 0.7154187 "Yarra"
"2487" "8008" 316.8 0.7141048 "Yarra"
"2488" "8008" 323.4 0.7149397 "Yarra"
"2489" "8008" 330 0.7143968 "Yarra"
"2490" "8008" 336.6 0.7131208 "Yarra"
"2491" "8008" 343.2 0.7132393 "Yarra"
"2492" "8008" 349.8 0.7137947 "Yarra"
"2493" "8008" 356.4 0.7139487 "Yarra"
"2494" "8008" 363 0.713872 "Yarra"
"2495" "8008" 369.6 0.7141132 "Yarra"
"2496" "8008" 376.2 0.7137955 "Yarra"
"2497" "8008" 382.8 0.7139492 "Yarra"
"2498" "8008" 389.4 0.714953 "Yarra"
"2499" "8008" 396 0.7137265 "Yarra"
"2500" "8008" 402.6 0.7147144 "Yarra"
"2501" "8008" 409.2 0.7140994 "Yarra"
"2502" "8008" 415.8 0.7144074 "Yarra"
"2503" "8008" 422.4 0.7129755 "Yarra"
"2504" "8008" 429 0.7134872 "Yarra"
"2505" "8008" 435.6 0.713574 "Yarra"
"2506" "8008" 442.200000000001 0.7139849 "Yarra"
"2507" "8008" 448.800000000001 0.7134434 "Yarra"
"2508" "8008" 455.400000000001 0.7144491 "Yarra"
"2509" "8008" 462.000000000001 0.7148662 "Yarra"
"2510" "8008" 468.600000000001 0.7130172 "Yarra"
"2511" "8008" 475.200000000001 0.7142654 "Yarra"
"2512" "8008" 481.800000000001 0.713803 "Yarra"
"2513" "8008" 488.400000000001 0.7152903 "Yarra"
"2514" "8009" 0 0.7149317 "Yarra"
"2515" "8009" 6.6 0.7145784 "Yarra"
"2516" "8009" 13.2 0.7139062 "Yarra"
"2517" "8009" 19.8 0.7153371 "Yarra"
"2518" "8009" 26.4 0.7150539 "Yarra"
"2519" "8009" 33 0.7149935 "Yarra"
"2520" "8009" 39.6 0.7151205 "Yarra"
"2521" "8009" 46.2 0.7147815 "Yarra"
"2522" "8009" 52.8 0.7152571 "Yarra"
"2523" "8009" 59.4 0.7150655 "Yarra"
"2524" "8009" 66 0.714669 "Yarra"
"2525" "8009" 72.6 0.7150081 "Yarra"
"2526" "8009" 79.2 0.7139385 "Yarra"
"2527" "8009" 85.8 0.7149467 "Yarra"
"2528" "8009" 92.4 0.7151987 "Yarra"
"2529" "8009" 99 0.7143177 "Yarra"
"2530" "8009" 105.6 0.7153353 "Yarra"
"2531" "8009" 112.2 0.7156799 "Yarra"
"2532" "8009" 118.8 0.7139396 "Yarra"
"2533" "8009" 125.4 0.7137657 "Yarra"
"2534" "8009" 132 0.7137605 "Yarra"
"2535" "8009" 138.6 0.716141 "Yarra"
"2536" "8009" 145.2 0.715316 "Yarra"
"2537" "8009" 151.8 0.7135185 "Yarra"
"2538" "8009" 158.4 0.7146545 "Yarra"
"2539" "8009" 165 0.7140664 "Yarra"
"2540" "8009" 171.6 0.7146529 "Yarra"
"2541" "8009" 178.2 0.7147155 "Yarra"
"2542" "8009" 184.8 0.7156281 "Yarra"
"2543" "8009" 191.4 0.7150832 "Yarra"
"2544" "8009" 198 0.7134364 "Yarra"
"2545" "8009" 204.6 0.7136282 "Yarra"
"2546" "8009" 211.2 0.7131983 "Yarra"
"2547" "8009" 217.8 0.7148161 "Yarra"
"2548" "8009" 224.4 0.7144662 "Yarra"
"2549" "8009" 231 0.7150487 "Yarra"
"2550" "8009" 237.6 0.7145053 "Yarra"
"2551" "8009" 244.2 0.7145022 "Yarra"
"2552" "8009" 250.8 0.7141962 "Yarra"
"2553" "8009" 257.4 0.7141362 "Yarra"
"2554" "8009" 264 0.714546 "Yarra"
"2555" "8009" 270.6 0.7145379 "Yarra"
"2556" "8009" 277.2 0.7142151 "Yarra"
"2557" "8009" 283.8 0.7148274 "Yarra"
"2558" "8009" 290.4 0.7146596 "Yarra"
"2559" "8009" 297 0.7138444 "Yarra"
"2560" "8009" 303.6 0.7155087 "Yarra"
"2561" "8009" 310.2 0.7136112 "Yarra"
"2562" "8009" 316.8 0.7144672 "Yarra"
"2563" "8009" 323.4 0.7139852 "Yarra"
"2564" "8009" 330 0.7143234 "Yarra"
"2565" "8009" 336.6 0.7146185 "Yarra"
"2566" "8009" 343.2 0.7140201 "Yarra"
"2567" "8009" 349.8 0.7133859 "Yarra"
"2568" "8009" 356.4 0.7142399 "Yarra"
"2569" "8009" 363 0.7133564 "Yarra"
"2570" "8009" 369.6 0.7137939 "Yarra"
"2571" "8009" 376.2 0.7137646 "Yarra"
"2572" "8009" 382.8 0.7135359 "Yarra"
"2573" "8009" 389.4 0.7139269 "Yarra"
"2574" "8009" 396 0.7136369 "Yarra"
"2575" "8009" 402.6 0.7143433 "Yarra"
"2576" "8010" 0 0.7156521 "Yarra"
"2577" "8010" 6.6 0.7143197 "Yarra"
"2578" "8010" 13.2 0.7131018 "Yarra"
"2579" "8010" 19.8 0.7142884 "Yarra"
"2580" "8010" 26.4 0.7155287 "Yarra"
"2581" "8010" 33 0.7154136 "Yarra"
"2582" "8010" 39.6 0.7154329 "Yarra"
"2583" "8010" 46.2 0.7144412 "Yarra"
"2584" "8010" 52.8 0.7158568 "Yarra"
"2585" "8010" 59.4 0.7137004 "Yarra"
"2586" "8010" 66 0.7157546 "Yarra"
"2587" "8010" 72.6 0.7159626 "Yarra"
"2588" "8010" 79.2 0.7150468 "Yarra"
"2589" "8010" 85.8 0.7150155 "Yarra"
"2590" "8010" 92.4 0.714598 "Yarra"
"2591" "8010" 99 0.7144052 "Yarra"
"2592" "8010" 105.6 0.7146944 "Yarra"
"2593" "8010" 112.2 0.7158077 "Yarra"
"2594" "8010" 118.8 0.7144539 "Yarra"
"2595" "8010" 125.4 0.7143225 "Yarra"
"2596" "8010" 132 0.7142702 "Yarra"
"2597" "8010" 138.6 0.7144602 "Yarra"
"2598" "8010" 145.2 0.7144281 "Yarra"
"2599" "8010" 151.8 0.7157551 "Yarra"
"2600" "8010" 158.4 0.7138422 "Yarra"
"2601" "8010" 165 0.714495 "Yarra"
"2602" "8010" 171.6 0.7143056 "Yarra"
"2603" "8010" 178.2 0.7153615 "Yarra"
"2604" "8010" 184.8 0.7160982 "Yarra"
"2605" "8010" 191.4 0.715409 "Yarra"
"2606" "8010" 198 0.7148361 "Yarra"
"2607" "8010" 204.6 0.7149317 "Yarra"
"2608" "8010" 211.2 0.7147014 "Yarra"
"2609" "8010" 217.8 0.7138575 "Yarra"
"2610" "8010" 224.4 0.7147491 "Yarra"
"2611" "8010" 231 0.7132869 "Yarra"
"2612" "8010" 237.6 0.7154098 "Yarra"
"2613" "8010" 244.2 0.7172029 "Yarra"
"2614" "8010" 250.8 0.7139144 "Yarra"
"2615" "8010" 257.4 0.7150872 "Yarra"
"2616" "8010" 264 0.7151097 "Yarra"
"2617" "8010" 270.6 0.7145094 "Yarra"
"2618" "8010" 277.2 0.7153643 "Yarra"
"2619" "8010" 283.8 0.7134036 "Yarra"
"2620" "8010" 290.4 0.7142347 "Yarra"
"2621" "8010" 297 0.7135971 "Yarra"
"2622" "8010" 303.6 0.713616 "Yarra"
"2623" "8010" 310.2 0.7146229 "Yarra"
"2624" "8010" 316.8 0.7143577 "Yarra"
"2625" "8010" 323.4 0.7148114 "Yarra"
"2626" "8010" 330 0.7128224 "Yarra"
"2627" "8010" 336.6 0.7132053 "Yarra"
"2628" "8010" 343.2 0.7135879 "Yarra"
"2629" "8010" 349.8 0.714182 "Yarra"
"2630" "8010" 356.4 0.7145133 "Yarra"
"2631" "8010" 363 0.7140852 "Yarra"
"2632" "8010" 369.6 0.715945 "Yarra"
"2633" "8010" 376.2 0.7145738 "Yarra"
"2634" "8010" 382.8 0.7136587 "Yarra"
"2635" "8010" 389.4 0.712983 "Yarra"
"2636" "8010" 396 0.7148095 "Yarra"
"2637" "8010" 402.6 0.7152038 "Yarra"
"2638" "8010" 409.2 0.7134655 "Yarra"
"2639" "8010" 415.8 0.7126467 "Yarra"
"2640" "8010" 422.4 0.7137597 "Yarra"
"2641" "8010" 429 0.7140685 "Yarra"
"2642" "8010" 435.6 0.7128655 "Yarra"
"2643" "8010" 442.200000000001 0.7131185 "Yarra"
"2644" "8010" 448.800000000001 0.7143678 "Yarra"
"2645" "8010" 455.400000000001 0.7143736 "Yarra"
"2646" "8010" 462.000000000001 0.715555 "Yarra"
"2647" "8010" 468.600000000001 0.7147412 "Yarra"
"2648" "7000" 0 0.7091812 "Tarwin"
"2649" "7000" 6 0.7091075 "Tarwin"
"2650" "7000" 12 0.7091991 "Tarwin"
"2651" "7000" 18 0.7088507 "Tarwin"
"2652" "7000" 24 0.7089296 "Tarwin"
"2653" "7000" 30 0.709182 "Tarwin"
"2654" "7000" 36 0.7089024 "Tarwin"
"2655" "7000" 42 0.7090447 "Tarwin"
"2656" "7000" 48 0.7089423 "Tarwin"
"2657" "7000" 54 0.7089806 "Tarwin"
"2658" "7000" 60 0.7092171 "Tarwin"
"2659" "7000" 66 0.7090632 "Tarwin"
"2660" "7000" 72 0.7088534 "Tarwin"
"2661" "7000" 78 0.709267 "Tarwin"
"2662" "7000" 84 0.7089122 "Tarwin"
"2663" "7000" 90 0.7089905 "Tarwin"
"2664" "7000" 96 0.7092782 "Tarwin"
"2665" "7000" 102 0.709124 "Tarwin"
"2666" "7000" 108 0.709417 "Tarwin"
"2667" "7000" 114 0.7090906 "Tarwin"
"2668" "7000" 120 0.7091621 "Tarwin"
"2669" "7000" 126 0.7092873 "Tarwin"
"2670" "7000" 132 0.7090819 "Tarwin"
"2671" "7000" 138 0.7086219 "Tarwin"
"2672" "7000" 144 0.7092041 "Tarwin"
"2673" "7000" 150 0.7090626 "Tarwin"
"2674" "7000" 156 0.7089972 "Tarwin"
"2675" "7000" 162 0.7089873 "Tarwin"
"2676" "7000" 168 0.7088204 "Tarwin"
"2677" "7000" 174 0.7084426 "Tarwin"
"2678" "7000" 180 0.7081599 "Tarwin"
"2679" "7000" 186 0.7083622 "Tarwin"
"2680" "7000" 192 0.7077515 "Tarwin"
"2681" "7000" 198 0.7075573 "Tarwin"
"2682" "7000" 204 0.7077171 "Tarwin"
"2683" "7000" 210 0.7060919 "Tarwin"
"2684" "7000" 216 0.7060416 "Tarwin"
"2685" "7000" 222 0.7059627 "Tarwin"
"2686" "7000" 228 0.7061427 "Tarwin"
"2687" "7000" 234 0.7061442 "Tarwin"
"2688" "7000" 240 0.7054131 "Tarwin"
"2689" "7000" 246 0.706352 "Tarwin"
"2690" "7000" 252 0.7055471 "Tarwin"
"2691" "7000" 258 0.705954 "Tarwin"
"2692" "7000" 264 0.7057854 "Tarwin"
"2693" "7000" 270 0.7057397 "Tarwin"
"2694" "7000" 276 0.705612 "Tarwin"
"2695" "7000" 282 0.7055343 "Tarwin"
"2696" "7000" 288 0.7061135 "Tarwin"
"2697" "7000" 294 0.7058064 "Tarwin"
"2698" "7000" 300 0.7056764 "Tarwin"
"2699" "7000" 306 0.7058667 "Tarwin"
"2700" "7000" 312 0.706632 "Tarwin"
"2701" "7000" 318 0.706905 "Tarwin"
"2702" "7000" 324 0.7075064 "Tarwin"
"2703" "7000" 330 0.7075775 "Tarwin"
"2704" "7000" 336 0.707278 "Tarwin"
"2705" "7000" 342 0.7071868 "Tarwin"
"2706" "7000" 348 0.7071527 "Tarwin"
"2707" "7000" 354 0.7069408 "Tarwin"
"2708" "7000" 360 0.7071227 "Tarwin"
"2709" "7000" 366 0.7063883 "Tarwin"
"2710" "7000" 372 0.7067397 "Tarwin"
"2711" "7000" 378 0.7066256 "Tarwin"
"2712" "7000" 384 0.7064244 "Tarwin"
"2713" "7000" 390 0.706369 "Tarwin"
"2714" "7000" 396 0.7064425 "Tarwin"
"2715" "7000" 402 0.7062732 "Tarwin"
"2716" "7000" 408 0.7065125 "Tarwin"
"2717" "7000" 414 0.7056016 "Tarwin"
"2718" "7000" 420 0.7062294 "Tarwin"
"2719" "7000" 426 0.7059127 "Tarwin"
"2720" "7000" 432 0.7056866 "Tarwin"
"2721" "7000" 438 0.7055565 "Tarwin"
"2722" "7000" 444 0.705961 "Tarwin"
"2723" "7000" 450 0.7060198 "Tarwin"
"2724" "7000" 456 0.7053782 "Tarwin"
"2725" "7000" 462 0.7058292 "Tarwin"
"2726" "7000" 468 0.7057441 "Tarwin"
"2727" "7000" 474 0.705874 "Tarwin"
"2728" "7000" 480 0.7061012 "Tarwin"
"2729" "7000" 486 0.7059718 "Tarwin"
"2730" "7000" 492 0.7060568 "Tarwin"
"2731" "7000" 498 0.7058101 "Tarwin"
"2732" "7000" 504 0.7057352 "Tarwin"
"2733" "7001" 0 0.7091285 "Tarwin"
"2734" "7001" 6 0.7091964 "Tarwin"
"2735" "7001" 12 0.7089732 "Tarwin"
"2736" "7001" 18 0.7091799 "Tarwin"
"2737" "7001" 24 0.7090189 "Tarwin"
"2738" "7001" 30 0.7090077 "Tarwin"
"2739" "7001" 36 0.7091668 "Tarwin"
"2740" "7001" 42 0.7090786 "Tarwin"
"2741" "7001" 48 0.7091239 "Tarwin"
"2742" "7001" 54 0.709462 "Tarwin"
"2743" "7001" 60 0.7091514 "Tarwin"
"2744" "7001" 66 0.7090091 "Tarwin"
"2745" "7001" 72 0.7094369 "Tarwin"
"2746" "7001" 78 0.7093142 "Tarwin"
"2747" "7001" 84 0.7092637 "Tarwin"
"2748" "7001" 90 0.7086756 "Tarwin"
"2749" "7001" 96 0.7090867 "Tarwin"
"2750" "7001" 102 0.7091276 "Tarwin"
"2751" "7001" 108 0.709018 "Tarwin"
"2752" "7001" 114 0.7088959 "Tarwin"
"2753" "7001" 120 0.7088414 "Tarwin"
"2754" "7001" 126 0.7085888 "Tarwin"
"2755" "7001" 132 0.7084943 "Tarwin"
"2756" "7001" 138 0.7082399 "Tarwin"
"2757" "7001" 144 0.7081887 "Tarwin"
"2758" "7001" 150 0.7080274 "Tarwin"
"2759" "7001" 156 0.7079849 "Tarwin"
"2760" "7001" 162 0.7085884 "Tarwin"
"2761" "7001" 168 0.7074632 "Tarwin"
"2762" "7001" 174 0.7067299 "Tarwin"
"2763" "7001" 180 0.7064055 "Tarwin"
"2764" "7001" 186 0.7066749 "Tarwin"
"2765" "7001" 192 0.7059857 "Tarwin"
"2766" "7001" 198 0.706384 "Tarwin"
"2767" "7001" 204 0.7062709 "Tarwin"
"2768" "7001" 210 0.7061189 "Tarwin"
"2769" "7001" 216 0.7062271 "Tarwin"
"2770" "7001" 222 0.7061933 "Tarwin"
"2771" "7001" 228 0.706031 "Tarwin"
"2772" "7001" 234 0.7055596 "Tarwin"
"2773" "7001" 240 0.7056767 "Tarwin"
"2774" "7001" 246 0.7058912 "Tarwin"
"2775" "7001" 252 0.7057614 "Tarwin"
"2776" "7001" 258 0.7058229 "Tarwin"
"2777" "7001" 264 0.7061851 "Tarwin"
"2778" "7001" 270 0.7063957 "Tarwin"
"2779" "7001" 276 0.7064813 "Tarwin"
"2780" "7001" 282 0.7065189 "Tarwin"
"2781" "7001" 288 0.7069946 "Tarwin"
"2782" "7001" 294 0.7069536 "Tarwin"
"2783" "7001" 300 0.7075644 "Tarwin"
"2784" "7001" 306 0.7065591 "Tarwin"
"2785" "7001" 312 0.7066166 "Tarwin"
"2786" "7001" 318 0.7060809 "Tarwin"
"2787" "7001" 324 0.7064169 "Tarwin"
"2788" "7001" 330 0.706059 "Tarwin"
"2789" "7001" 336 0.7059313 "Tarwin"
"2790" "7001" 342 0.7057137 "Tarwin"
"2791" "7001" 348 0.7058445 "Tarwin"
"2792" "7001" 354 0.7055765 "Tarwin"
"2793" "7001" 360 0.7058501 "Tarwin"
"2794" "7001" 366 0.7058921 "Tarwin"
"2795" "7001" 372 0.7058954 "Tarwin"
"2796" "7001" 378 0.7056531 "Tarwin"
"2797" "7001" 384 0.7059114 "Tarwin"
"2798" "7001" 390 0.7056785 "Tarwin"
"2799" "7001" 396 0.7056845 "Tarwin"
"2800" "7001" 402 0.7061744 "Tarwin"
"2801" "7001" 408 0.7064424 "Tarwin"
"2802" "7002" 0 0.7092995 "Tarwin"
"2803" "7002" 6 0.7092081 "Tarwin"
"2804" "7002" 12 0.7093191 "Tarwin"
"2805" "7002" 18 0.709012 "Tarwin"
"2806" "7002" 24 0.7091335 "Tarwin"
"2807" "7002" 30 0.7088987 "Tarwin"
"2808" "7002" 36 0.7090547 "Tarwin"
"2809" "7002" 42 0.7089859 "Tarwin"
"2810" "7002" 48 0.7090182 "Tarwin"
"2811" "7002" 54 0.7089835 "Tarwin"
"2812" "7002" 60 0.7090426 "Tarwin"
"2813" "7002" 66 0.7088492 "Tarwin"
"2814" "7002" 72 0.7090148 "Tarwin"
"2815" "7002" 78 0.7091954 "Tarwin"
"2816" "7002" 84 0.7090292 "Tarwin"
"2817" "7002" 90 0.709191 "Tarwin"
"2818" "7002" 96 0.7091655 "Tarwin"
"2819" "7002" 102 0.7091959 "Tarwin"
"2820" "7002" 108 0.708683 "Tarwin"
"2821" "7002" 114 0.7083915 "Tarwin"
"2822" "7002" 120 0.7080893 "Tarwin"
"2823" "7002" 126 0.7073533 "Tarwin"
"2824" "7002" 132 0.7076234 "Tarwin"
"2825" "7002" 138 0.7074332 "Tarwin"
"2826" "7002" 144 0.7070507 "Tarwin"
"2827" "7002" 150 0.7066804 "Tarwin"
"2828" "7002" 156 0.7062828 "Tarwin"
"2829" "7002" 162 0.7059102 "Tarwin"
"2830" "7002" 168 0.705988 "Tarwin"
"2831" "7002" 174 0.7058513 "Tarwin"
"2832" "7002" 180 0.7057754 "Tarwin"
"2833" "7002" 186 0.7061374 "Tarwin"
"2834" "7002" 192 0.7057401 "Tarwin"
"2835" "7002" 198 0.7061856 "Tarwin"
"2836" "7002" 204 0.7056702 "Tarwin"
"2837" "7002" 210 0.7056446 "Tarwin"
"2838" "7002" 216 0.7060114 "Tarwin"
"2839" "7002" 222 0.7056502 "Tarwin"
"2840" "7002" 228 0.705936 "Tarwin"
"2841" "7002" 234 0.7059997 "Tarwin"
"2842" "7002" 240 0.7055636 "Tarwin"
"2843" "7002" 246 0.7055631 "Tarwin"
"2844" "7002" 252 0.7057672 "Tarwin"
"2845" "7002" 258 0.7057209 "Tarwin"
"2846" "7002" 264 0.7061958 "Tarwin"
"2847" "7002" 270 0.7063273 "Tarwin"
"2848" "7002" 276 0.7074922 "Tarwin"
"2849" "7002" 282 0.7064891 "Tarwin"
"2850" "7002" 288 0.7066177 "Tarwin"
"2851" "7002" 294 0.7071078 "Tarwin"
"2852" "7002" 300 0.7065918 "Tarwin"
"2853" "7002" 306 0.7069008 "Tarwin"
"2854" "7002" 312 0.7066899 "Tarwin"
"2855" "7002" 318 0.7060589 "Tarwin"
"2856" "7002" 324 0.70645 "Tarwin"
"2857" "7002" 330 0.7060936 "Tarwin"
"2858" "7002" 336 0.7058619 "Tarwin"
"2859" "7002" 342 0.7056741 "Tarwin"
"2860" "7002" 348 0.7055815 "Tarwin"
"2861" "7002" 354 0.7057031 "Tarwin"
