"id" "lake" "stocking" "ecotype" "sex" "maturity" "origin" "analysis" "material" "date" "d18ovsmow_oto" "d18ovpdb_oto" "corrected_d18ovpdb_oto" "distance_oto" "age" "age_int" "tl" "weight"
"138" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-0@6" "LOU-45" "17-12-01" 22.50910136 -8.155946588 -7.155946588 550.9881818 3.29076547 3 389 550
"139" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-0@7" "LOU-45" "17-12-01" 23.05527847 -7.626149336 -6.626149336 661.1858182 4.13394819 4 389 550
"140" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-0@8" "LOU-45" "17-12-01" 22.50823837 -8.156783695 -7.156783695 771.3834545 5.06028818 5 389 550
"141" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-0@9" "LOU-45" "17-12-01" 22.69550713 -7.97513113 -6.97513113 881.5810909 6.08975711 6 389 550
"142" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-1@0" "LOU-45" "17-12-01" 22.45410839 -8.209290319 -7.209290319 991.7787273 7.24569029 7 389 550
"143" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-1@1" "LOU-45" "17-12-01" 22.41614144 -8.246118639 -7.246118639 1101.976364 8.55528249 8 389 550
"144" "Louisa2012-45SD" "louisa" "O" "P" "female" "mature" "L" "L-1@2" "LOU-45" "17-12-01" 22.83247091 -7.84227489 -6.84227489 1212.174 10 10 389 550
"145" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@1" "LOU-49" "17-12-01" 19.82843841 -10.75621646 -9.75621646 0 0 0 660 3000
"146" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@2" "LOU-49" "17-12-01" 19.60019474 -10.9776151 -9.9776151 175.2265455 0.64249458 0 660 3000
"147" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@3" "LOU-49" "17-12-01" 19.0586482 -11.50292066 -10.50292066 350.4530909 1.68347363 1 660 3000
"148" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@4" "LOU-49" "17-12-01" 19.00552853 -11.55444727 -10.55444727 525.6796364 2.80690976 2 660 3000
"149" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@5" "LOU-49" "17-12-01" 19.24024161 -11.32677323 -10.32677323 700.9061818 4.02669091 4 660 3000
"150" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@6" "LOU-49" "17-12-01" 22.82335511 -7.851117311 -6.851117311 876.1327273 5.3767306 5 660 3000
"151" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@7" "LOU-49" "17-12-01" 21.56531982 -9.071424125 -8.071424125 1051.359273 6.85861207 6 660 3000
"152" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@8" "LOU-49" "17-12-01" 22.4466037 -8.216569947 -7.216569947 1226.585818 8.52646063 8 660 3000
"153" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-0@9" "LOU-49" "17-12-01" 22.77620544 -7.896852965 -6.896852965 1401.812364 10.41524845 10 660 3000
"154" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-1@0" "LOU-49" "17-12-01" 22.53330846 -8.132465464 -7.132465464 1577.038909 12.60106451 12 660 3000
"155" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-1@1" "LOU-49" "17-12-01" 23.22281737 -7.463634922 -6.463634922 1752.265455 15.19147495 15 660 3000
"156" "Louisa2012-49SD" "louisa" "O" "P" "female" "mature" "E" "M-1@2" "LOU-49" "17-12-01" 23.07447993 -7.60752372 -6.60752372 1927.492 18 18 660 3000
"157" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@1" "LOU-53" "17-12-01" 22.1551487 -8.499284212 -7.499284212 0 0 0 436 640
"158" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@2" "LOU-53" "17-12-01" 21.85498941 -8.790441721 -7.790441721 130.8471 0.45239552 0 436 640
"159" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@3" "LOU-53" "17-12-01" 21.91224023 -8.734907853 -7.734907853 261.6942 1.23731124 1 436 640
"160" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@4" "LOU-53" "17-12-01" 23.74957276 -6.952676923 -5.952676923 392.5413 2.10415966 2 436 640
"161" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@5" "LOU-53" "17-12-01" 22.37849961 -8.282631591 -7.282631591 523.3884 3.07744636 3 436 640
"162" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@6" "LOU-53" "17-12-01" 22.8777318 -7.798371374 -6.798371374 654.2355 4.18660886 4 436 640
"163" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@7" "LOU-53" "17-12-01" 23.08397829 -7.598310221 -6.598310221 785.0826 5.46687781 5 436 640
"164" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@8" "LOU-53" "17-12-01" 22.84507662 -7.830047227 -6.830047227 915.9297 6.9602778 6 436 640
"165" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-0@9" "LOU-53" "17-12-01" 22.72770285 -7.943900959 -6.943900959 1046.7768 8.8085612 8 436 640
"166" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-1@0" "LOU-53" "17-12-01" 22.42437678 -8.23813028 -7.23813028 1177.6239 11.17700392 11 436 640
"167" "Louisa2012-53SD" "louisa" "O" "P" "male" "mature" "H" "N-1@1" "LOU-53" "17-12-01" 23.20894465 -7.4770916 -6.4770916 1308.471 14 14 436 640
"168" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@1" "LOU-54" "17-12-01" 22.28015901 -8.378022961 -7.378022961 632.9 3.954999 3 417 740
"169" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@2" "LOU-54" "17-12-01" 23.83615117 -6.868695002 -5.868695002 763.3667143 5.024466 5 417 740
"170" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@3" "LOU-54" "17-12-01" 22.3893374 -8.272118833 -7.272118833 893.8334285 6.195323 6 417 740
"171" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@4" "LOU-54" "17-12-01" 23.39347712 -7.298093264 -6.298093264 1024.300143 7.479089 7 417 740
"172" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@5" "LOU-54" "17-12-01" 22.85942179 -7.816132272 -6.816132272 1154.766857 8.892647 8 417 740
"173" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@6" "LOU-54" "17-12-01" 22.86989799 -7.805970246 -6.805970246 1285.233571 10.491037 10 417 740
"174" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@7" "LOU-54" "17-12-01" 23.03602106 -7.64482921 -6.64482921 1415.700286 12.303511 12 417 740
"175" "Louisa2012-54SD" "louisa" "O" "P" "male" "immature" "H" "O-0@8" "LOU-54" "17-12-01" 22.44869874 -8.214537736 -7.214537736 1546.167 14.411893 14 417 740
"176" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@01" "Mfe-18" "17-11-29" 22.58064685 -8.086546753 -7.086546753 0 0 0 396 560
"177" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@2" "Mfe-18" "17-11-29" 23.08524537 -7.597081135 -6.597081135 124.3964545 0.599320264 0 396 560
"178" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@3" "Mfe-18" "17-11-29" 22.00218028 -8.647665103 -7.647665103 248.7929091 1.244498144 1 396 560
"179" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@4" "Mfe-18" "17-11-29" 23.80196495 -6.901855983 -5.901855983 373.1893636 1.934255659 1 396 560
"180" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@5" "Mfe-18" "17-11-29" 23.58684925 -7.110520356 -6.110520356 497.5858182 2.693440894 2 396 560
"181" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@6" "Mfe-18" "17-11-29" 23.64674225 -7.052423547 -6.052423547 621.9822727 3.511113873 3 396 560
"182" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@7" "Mfe-18" "17-11-29" 23.32132362 -7.368082878 -6.368082878 746.3787273 4.403270289 4 396 560
"183" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@8" "Mfe-18" "17-11-29" 23.82242839 -6.88200624 -5.88200624 870.7751818 5.388741187 5 396 560
"184" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-0@9" "Mfe-18" "17-11-29" 22.89907796 -7.777665383 -6.777665383 995.1716364 6.489625883 6 396 560
"185" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-1@0" "Mfe-18" "17-11-29" 23.6557262 -7.043709026 -6.043709026 1119.568091 7.731786114 7 396 560
"186" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-1@1" "Mfe-18" "17-11-29" 23.24296361 -7.44409287 -6.44409287 1243.964545 9.161587963 9 396 560
"187" "McFee2013-18SD" "mfee" "O" "P" "male" "mature" "H" "MFe-A-1@2" "Mfe-18" "17-11-29" 24.23668831 -6.480169975 -5.480169975 1368.361 10.85083954 10 396 560
"188" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@1" "Mfe-21" "17-11-29" 17.79369879 -12.72993424 -11.72993424 99.75 0.762881 0 700 3672
"189" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@2" "Mfe-21" "17-11-29" 16.73658733 -13.75534292 -12.75534292 204.6568823 1.462826 1 700 3672
"190" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@3" "Mfe-21" "17-11-29" 17.70984859 -12.81126977 -11.81126977 309.5637647 2.12375 2 700 3672
"191" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@4" "Mfe-21" "17-11-29" 18.44004408 -12.10297284 -11.10297284 414.470647 2.809818 2 700 3672
"192" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@5" "Mfe-21" "17-11-29" 21.27747498 -9.350636496 -8.350636496 519.3775293 3.519096 3 700 3672
"193" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@6" "Mfe-21" "17-11-29" 22.673481 -7.996496699 -6.996496699 624.2844118 4.248382 4 700 3672
"194" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@7" "Mfe-21" "17-11-29" 23.49900619 -7.19572901 -6.19572901 729.1912941 5.000186 5 700 3672
"195" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@8" "Mfe-21" "17-11-29" 23.4940151 -7.200570411 -6.200570411 834.0981764 5.78717 5 700 3672
"196" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-0@9" "Mfe-21" "17-11-29" 23.42863191 -7.263992761 -6.263992761 939.0050588 6.601029 6 700 3672
"197" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@0" "Mfe-21" "17-11-29" 23.81444265 -6.889752481 -5.889752481 1043.911941 7.444736 7 700 3672
"198" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@1" "Mfe-21" "17-11-29" 21.67775986 -8.962356154 -7.962356154 1148.818823 8.321492 8 700 3672
"199" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@2" "Mfe-21" "17-11-29" 21.95726053 -8.69123771 -7.69123771 1253.725706 9.234734 9 700 3672
"200" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@3" "Mfe-21" "17-11-29" 23.69216111 -7.0083668 -6.0083668 1358.632588 10.188148 10 700 3672
"201" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@4" "Mfe-21" "17-11-29" 24.13037823 -6.583291812 -5.583291812 1463.53947 11.185684 11 700 3672
"202" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@5" "Mfe-21" "17-11-29" 23.06078907 -7.620803998 -6.620803998 1568.446353 12.231575 12 700 3672
"203" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@6" "Mfe-21" "17-11-29" 22.75234011 -7.920002566 -6.920002566 1673.353235 13.330353 13 700 3672
"204" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@7" "Mfe-21" "17-11-29" 22.72039718 -7.950987531 -6.950987531 1778.260118 14.486868 14 700 3672
"205" "McFee2013-21SD" "mfee" "O" "P" "male" "mature" "E" "MFe-B-1@8" "Mfe-21" "17-11-29" 23.27340922 -7.414560325 -6.414560325 1883.167 15.706308 15 700 3672
"206" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@1" "Mfe-27" "17-11-29" 18.01430467 -12.51594432 -11.51594432 296.345 1.226735 1 622 2486
"207" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@2" "Mfe-27" "17-11-29" 18.88325229 -11.67305645 -10.67305645 409.1611539 1.843142 1 622 2486
"208" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@3" "Mfe-27" "17-11-29" 18.96710249 -11.59172092 -10.59172092 521.9773078 2.488595 2 622 2486
"209" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@4" "Mfe-27" "17-11-29" 21.63683298 -9.00205564 -8.00205564 634.7934616 3.153061 3 622 2486
"210" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@5" "Mfe-27" "17-11-29" 23.78649259 -6.916864325 -5.916864325 747.6096155 3.849851 3 622 2486
"211" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@6" "Mfe-27" "17-11-29" 23.96966535 -6.739184917 -5.739184917 860.4257694 4.581192 4 622 2486
"212" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@7" "Mfe-27" "17-11-29" 24.49322999 -6.231321975 -5.231321975 973.2419233 5.342377 5 622 2486
"213" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@8" "Mfe-27" "17-11-29" 24.29208933 -6.426430427 -5.426430427 1086.058077 6.138252 6 622 2486
"214" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-0@9" "Mfe-27" "17-11-29" 24.43633164 -6.286513944 -5.286513944 1198.874231 6.975692 6 622 2486
"215" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-1@0" "Mfe-27" "17-11-29" 22.26121751 -8.396396403 -7.396396403 1311.690385 7.864527 7 622 2486
"216" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-1@1" "Mfe-27" "17-11-29" 23.00938091 -7.670670426 -6.670670426 1424.506539 8.802612 8 622 2486
"217" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-1@2" "Mfe-27" "17-11-29" 22.59811564 -8.06960185 -7.06960185 1537.322693 9.796617 9 622 2486
"218" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-1@3" "Mfe-27" "17-11-29" 23.0088818 -7.671154566 -6.671154566 1650.138847 10.853858 10 622 2486
"219" "McFee2013-27SD" "mfee" "O" "P" "male" "mature" "E" "MFe-C-1@4" "Mfe-27" "17-11-29" 22.7094168 -7.961638613 -6.961638613 1762.955 11.982353 11 622 2486
"220" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@1" "Mfe-29" "17-11-29" 23.11569098 -7.56754859 -6.56754859 0 0 0 408 646
"221" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@2" "Mfe-29" "17-11-29" 22.85515643 -7.82026971 -6.82026971 104.0126 0.351133043 0 408 646
"222" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@3" "Mfe-29" "17-11-29" 22.52225117 -8.143191142 -7.143191142 208.0252 0.939548631 0 408 646
"223" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@4" "Mfe-29" "17-11-29" 23.09173378 -7.590787314 -6.590787314 312.0378 1.58527423 1 408 646
"224" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@5" "Mfe-29" "17-11-29" 23.42563726 -7.266897602 -6.266897602 416.0504 2.263348869 2 408 646
"225" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@6" "Mfe-29" "17-11-29" 22.74585171 -7.926296387 -6.926296387 520.063 2.986441593 2 408 646
"226" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@7" "Mfe-29" "17-11-29" 23.5958332 -7.101805835 -6.101805835 624.0756 3.786553587 3 408 646
"227" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@8" "Mfe-29" "17-11-29" 22.52125295 -8.144159422 -7.144159422 728.0882 4.651979078 4 408 646
"228" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-0@9" "Mfe-29" "17-11-29" 24.36995023 -6.350904575 -5.350904575 832.1008 5.59925276 5 408 646
"229" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@0" "Mfe-29" "17-11-29" 23.90927324 -6.797765866 -5.797765866 936.1134 6.647729394 6 408 646
"230" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@1" "Mfe-29" "17-11-29" 22.61258978 -8.055561788 -7.055561788 1040.126 7.820001218 7 408 646
"231" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@2" "Mfe-29" "17-11-29" 23.34627903 -7.343875874 -6.343875874 1144.1386 9.157827158 9 408 646
"232" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@3" "Mfe-29" "17-11-29" 24.57208911 -6.154827843 -5.154827843 1248.1512 10.71545804 10 408 646
"233" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@4" "Mfe-29" "17-11-29" 23.70114506 -6.999652279 -5.999652279 1352.1638 12.56826639 12 408 646
"234" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@5" "Mfe-29" "17-11-29" 24.46178617 -6.2618228 -5.2618228 1456.1764 14.85120893 14 408 646
"235" "McFee2013-29SD" "mfee" "O" "P" "male" "mature" "E" "MFe-D-1@6" "Mfe-29" "17-11-29" 24.22570792 -6.490821057 -5.490821057 1560.189 17.85235847 17 408 646
"236" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@1" "Mfe-33" "17-11-29" 22.78777681 -7.885628621 -6.885628621 0 0 0 412 720
"237" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@2" "Mfe-33" "17-11-29" 23.26392616 -7.423758987 -6.423758987 120.0919231 0.528866528 0 412 720
"238" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@3" "Mfe-33" "17-11-29" 21.29843753 -9.330302613 -8.330302613 240.1838462 1.101424361 1 412 720
"239" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@4" "Mfe-33" "17-11-29" 22.89758064 -7.779117804 -6.779117804 360.2757692 1.729699407 1 412 720
"240" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@5" "Mfe-33" "17-11-29" 22.10300017 -8.549868807 -7.549868807 480.3676923 2.400309247 2 412 720
"241" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@6" "Mfe-33" "17-11-29" 23.15062857 -7.533658784 -6.533658784 600.4596154 3.115052828 3 412 720
"242" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@7" "Mfe-33" "17-11-29" 23.67020034 -7.029668963 -6.029668963 720.5515385 3.90071707 3 412 720
"243" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@8" "Mfe-33" "17-11-29" 23.89679553 -6.809869368 -5.809869368 840.6434615 4.767554174 4 412 720
"244" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-0@9" "Mfe-33" "17-11-29" 23.8473838 -6.857799236 -5.857799236 960.7353846 5.722545661 5 412 720
"245" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-1@0" "Mfe-33" "17-11-29" 23.54392594 -7.152156403 -6.152156403 1080.827308 6.788404574 6 412 720
"246" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-1@1" "Mfe-33" "17-11-29" 24.06599326 -6.645745882 -5.645745882 1200.919231 7.99198321 7 412 720
"247" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-1@2" "Mfe-33" "17-11-29" 24.16032473 -6.554243407 -5.554243407 1321.011154 9.408092416 9 412 720
"248" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-1@3" "Mfe-33" "17-11-29" 23.34927368 -7.340971033 -6.340971033 1441.103077 11.0628096 11 412 720
"249" "McFee2013-33SD" "mfee" "O" "P" "male" "mature" "H" "MFe-E-1@4" "Mfe-33" "17-11-29" 23.31533432 -7.373892559 -6.373892559 1561.195 13 13 412 720
"250" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@1" "Mfe-34" "17-11-29" 22.7812884 -7.891922442 -6.891922442 0 0 0 306 251
"251" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@2" "Mfe-34" "17-11-29" 22.06955991 -8.582306193 -7.582306193 124.2116667 0.610942054 0 306 251
"252" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@3" "Mfe-34" "17-11-29" 22.81023668 -7.863842317 -6.863842317 248.4233333 1.290124859 1 306 251
"253" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@4" "Mfe-34" "17-11-29" 23.81344444 -6.890720761 -5.890720761 372.635 2.031732064 2 306 251
"254" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@5" "Mfe-34" "17-11-29" 23.51048568 -7.184593788 -6.184593788 496.8466667 2.879694639 2 306 251
"255" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@6" "Mfe-34" "17-11-29" 23.74706303 -6.955111392 -5.955111392 621.0583333 3.83667674 3 306 251
"256" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@7" "Mfe-34" "17-11-29" 24.13936218 -6.57457729 -5.57457729 745.27 4.933291847 4 306 251
"257" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@8" "Mfe-34" "17-11-29" 23.41864974 -7.273675563 -6.273675563 869.4816667 6.244160178 6 306 251
"258" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-0@9" "Mfe-34" "17-11-29" 24.07946918 -6.6326741 -5.6326741 993.6933333 7.835159099 7 306 251
"259" "McFee2013-34SD" "mfee" "O" "P" "male" "mature" "H" "MFe-F-1@0" "Mfe-34" "17-11-29" 23.75305233 -6.949301711 -5.949301711 1117.905 9.885405873 9 306 251
"260" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@1" "Mfe-43" "17-11-29" 23.65323066 -7.046129726 -6.046129726 0 0.028003065 0 419 737
"261" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@2" "Mfe-43" "17-11-29" 23.63426454 -7.064527049 -6.064527049 113.5649167 0.440517529 0 419 737
"262" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@3" "Mfe-43" "17-11-29" 22.85964841 -7.81591245 -6.81591245 227.1298333 0.853031993 0 419 737
"263" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@4" "Mfe-43" "17-11-29" 24.0744781 -6.637515501 -5.637515501 340.69475 1.327253089 1 419 737
"264" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@5" "Mfe-43" "17-11-29" 22.58314239 -8.084126053 -7.084126053 454.2596667 1.835626029 1 419 737
"265" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@6" "Mfe-43" "17-11-29" 24.00061006 -6.709168232 -5.709168232 567.8245833 2.423936083 2 419 737
"266" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@7" "Mfe-43" "17-11-29" 24.42934412 -6.293291905 -5.293291905 681.3895 3.062164387 3 419 737
"267" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@8" "Mfe-43" "17-11-29" 24.62599281 -6.102540715 -5.102540715 794.9544167 3.834256138 3 419 737
"268" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-0@9" "Mfe-43" "17-11-29" 24.12039606 -6.592974613 -5.592974613 908.5193333 4.747248606 4 419 737
"269" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-1@0" "Mfe-43" "17-11-29" 23.62627881 -7.07227329 -6.07227329 1022.08425 5.861130118 5 419 737
"270" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-1@1" "Mfe-43" "17-11-29" 23.35326655 -7.337097913 -6.337097913 1135.649167 7.337624896 7 419 737
"271" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-1@2" "Mfe-43" "17-11-29" 24.5895579 -6.13788294 -5.13788294 1249.214083 9.466399067 9 419 737
"272" "McFee2013-43SD" "mfee" "O" "P" "female" "mature" "L" "MFe-G-1@3" "Mfe-43" "17-11-29" 24.13836396 -6.575545571 -5.575545571 1362.779 13 13 419 737
"273" "McFee2013-49SD" "mfee" "O" "P" "male" "mature" "E" "MFe-H-0@1" "Mfe-49" "17-11-29" 22.80324916 -7.870620278 -6.870620278 0 0.005256152 0 432 729
"274" "McFee2013-49SD" "mfee" "O" "P" "male" "mature" "E" "MFe-H-0@2" "Mfe-49" "17-11-29" 23.30086018 -7.387932621 -6.387932621 126.7083333 0.604721738 0 432 729
"275" "McFee2013-49SD" "mfee" "O" "P" "male" "mature" "E" "MFe-H-0@3" "Mfe-49" "17-11-29" 24.04652803 -6.664627345 -5.664627345 253.4166667 1.230838867 1 432 729
"276" "McFee2013-49SD" "mfee" "O" "P" "male" "mature" "E" "MFe-H-0@4" "Mfe-49" "17-11-29" 23.35526298 -7.335161352 -6.335161352 380.125 1.908549676 1 432 729
"277" "McFee2013-49SD" "mfee" "O" "P" "male" "mature" "E" "MFe-H-0@5" "Mfe-49" "17-11-29" 24.23369366 -6.483074816 -5.483074816 506.8333333 2.662782112 2 432 729
"278" "McFee2013-49SD" "mfee" "O" "P" "male" "mature" "E" "MFe-H-0@6" "Mfe-49" "17-11-29" 23.8648526 -6.840854333 -5.840854333 633.5416667 3.484939925 3 432 729
