"Sample_ID" "ASN" "Natal_region" "Otolith_radius_um" "Otolith_87Sr86Sr" "SE2" "SrV" "Outmigration_year" "Capture_FL_cm" "Capture_Age" "Sex" "CWT_no"
"9364" "SR20422" 20422 "y" 270.57 0.707807012 0.000171467 5.902618636 2008 71 3 "F" NA
"9365" "SR20422" 20422 "y" 310.09 0.707655672 0.00014992 5.766451938 2008 71 3 "F" NA
"9366" "SR20422" 20422 "y" 349.14 0.707331065 0.000175445 5.759746783 2008 71 3 "F" NA
"9367" "SR20422" 20422 "y" 388.65 0.707325996 0.000193008 5.717269295 2008 71 3 "F" NA
"9368" "SR20422" 20422 "y" 427.24 0.707291155 0.000162253 6.076549156 2008 71 3 "F" NA
"9369" "SR20422" 20422 "" 466.29 0.707294228 0.000162448 6.382114169 2008 71 3 "F" NA
"9370" "SR20422" 20422 "" 508.13 0.707316123 0.000169951 5.850798426 2008 71 3 "F" NA
"9371" "SR20422" 20422 "" 543.93 0.707289782 0.00015465 6.079647425 2008 71 3 "F" NA
"9372" "SR20422" 20422 "" 588.56 0.708133158 0.000212655 10.42120608 2008 71 3 "F" NA
"9373" "SR20422" 20422 "" 617.38 0.708803656 0.000132551 10.15005683 2008 71 3 "F" NA
"9374" "SR20422" 20422 "" 656.44 0.709078215 0.000151851 9.545674467 2008 71 3 "F" NA
"9375" "SR20422" 20422 "" 686.19 0.709067866 0.000135377 10.0594425 2008 71 3 "F" NA
"9376" "SR20422" 20422 "" 712.69 0.709145332 0.000157792 8.50645826 2008 71 3 "F" NA
"9377" "SR20425" 20425 "" 14.88 0.70824395 0.000183965 3.261465311 2008 86 3 "M" NA
"9378" "SR20425" 20425 "" 39.05 0.708853611 0.00012259 6.917398567 2008 86 3 "M" NA
"9379" "SR20425" 20425 "" 69.73 0.708836338 0.000199076 5.744346165 2008 86 3 "M" NA
"9380" "SR20425" 20425 "" 110.18 0.708418471 0.000199471 5.030582382 2008 86 3 "M" NA
"9381" "SR20425" 20425 "" 146.91 0.707659862 0.000149325 4.762377133 2008 86 3 "M" NA
"9382" "SR20425" 20425 "" 187.82 0.707224999 0.000156773 6.677731878 2008 86 3 "M" NA
"9383" "SR20425" 20425 "" 211.06 0.707391204 0.000158415 7.703150749 2008 86 3 "M" NA
"9384" "SR20425" 20425 "" 231.05 0.707685806 0.000207975 4.567480628 2008 86 3 "M" NA
"9385" "SR20425" 20425 "" 274.75 0.707721343 0.000235409 3.672114198 2008 86 3 "M" NA
"9386" "SR20425" 20425 "y" 316.13 0.707672654 0.000214699 3.096574084 2008 86 3 "M" NA
"9387" "SR20425" 20425 "" 337.52 0.707545854 0.000199384 3.980815851 2008 86 3 "M" NA
"9388" "SR20425" 20425 "y" 356.58 0.7074943 0.000208218 3.440145275 2008 86 3 "M" NA
"9389" "SR20425" 20425 "" 379.36 0.707317134 0.000243421 5.658453638 2008 86 3 "M" NA
"9390" "SR20425" 20425 "y" 397.49 0.707341453 0.000181157 4.81140865 2008 86 3 "M" NA
"9391" "SR20425" 20425 "y" 441.65 0.707326296 0.000218544 4.626640204 2008 86 3 "M" NA
"9392" "SR20425" 20425 "" 481.17 0.7074683 0.000184085 5.543281521 2008 86 3 "M" NA
"9393" "SR20425" 20425 "" 524.4 0.708645571 0.000147346 5.189326268 2008 86 3 "M" NA
"9394" "SR20425" 20425 "" 578.8 0.708903117 0.000173535 9.328524067 2008 86 3 "M" NA
"9395" "SR20425" 20425 "" 607.16 0.708994756 0.000192026 7.94532663 2008 86 3 "M" NA
"9396" "SR20425" 20425 "" 658.3 0.709007104 0.000179734 7.672868603 2008 86 3 "M" NA
"9397" "SR20425" 20425 "" 695.95 0.709054902 0.000175606 6.835741567 2008 86 3 "M" NA
"9398" "SR20425" 20425 "" 737.33 0.709109636 0.00015771 7.180746125 2008 86 3 "M" NA
"9399" "SR20425" 20425 "" 779.63 0.709287622 0.000141355 4.872571691 2008 86 3 "M" NA
"9400" "SR20426" 20426 "" 12.55 0.70884072 0.000223478 6.174003376 2008 82 3 "F" NA
"9401" "SR20426" 20426 "" 50.21 0.7088547 0.000113989 7.286185945 2008 82 3 "F" NA
"9402" "SR20426" 20426 "" 90.19 0.708384159 9.27e-05 6.789202893 2008 82 3 "F" NA
"9403" "SR20426" 20426 "" 125.52 0.708070517 8.66e-05 7.066952279 2008 82 3 "F" NA
"9404" "SR20426" 20426 "" 167.83 0.70781636 0.000119761 6.434406967 2008 82 3 "F" NA
"9405" "SR20426" 20426 "" 210.13 0.707655989 9.99e-05 6.253965046 2008 82 3 "F" NA
"9406" "SR20426" 20426 "y" 251.51 0.707813507 0.000110972 5.906536853 2008 82 3 "F" NA
"9407" "SR20426" 20426 "y" 292.42 0.70761743 0.000114229 5.634463915 2008 82 3 "F" NA
"9408" "SR20426" 20426 "y" 331.47 0.707519183 0.000112316 5.2110811 2008 82 3 "F" NA
"9409" "SR20426" 20426 "y" 370.52 0.707466855 0.000104139 4.825077346 2008 82 3 "F" NA
"9410" "SR20426" 20426 "" 417.01 0.707438859 0.000111904 4.779630309 2008 82 3 "F" NA
"9411" "SR20426" 20426 "" 459.78 0.707458176 0.00010182 4.588730215 2008 82 3 "F" NA
"9412" "SR20426" 20426 "" 496.05 0.707565708 0.000143211 4.317935238 2008 82 3 "F" NA
"9413" "SR20426" 20426 "" 543.47 0.707563241 0.000105277 4.791567028 2008 82 3 "F" NA
"9414" "SR20426" 20426 "" 589.49 0.708380602 0.000118834 6.352437609 2008 82 3 "F" NA
"9415" "SR20426" 20426 "" 624.36 0.708954853 8.49e-05 9.934823228 2008 82 3 "F" NA
"9416" "SR20426" 20426 "" 658.76 0.709216117 9.85e-05 10.85682621 2008 82 3 "F" NA
"9417" "SR20426" 20426 "" 705.72 0.70921486 0.000103441 8.401750442 2008 82 3 "F" NA
"9418" "SR20426" 20426 "" 737.33 0.709268239 0.000121104 6.16586254 2008 82 3 "F" NA
"9419" "SR20426" 20426 "" 769.87 0.70918 9.94e-05 7.112286198 2008 82 3 "F" NA
"9420" "SR20427" 20427 "" 7.83 0.708977452 0.000232368 2.618294918 2008 90 3 "M" NA
"9421" "SR20427" 20427 "" 39.95 0.709056303 0.00042168 2.920453269 2008 90 3 "M" NA
"9422" "SR20427" 20427 "" 79.56 0.708875308 0.000250462 2.936490367 2008 90 3 "M" NA
"9423" "SR20427" 20427 "" 121.88 0.708425575 0.000154777 3.651918036 2008 90 3 "M" NA
"9424" "SR20427" 20427 "" 160.13 0.707958614 0.000137823 4.04764514 2008 90 3 "M" NA
"9425" "SR20427" 20427 "" 196.36 0.707665822 9.6e-05 3.721935615 2008 90 3 "M" NA
"9426" "SR20427" 20427 "" 238 0.707440754 0.000161788 3.045560506 2008 90 3 "M" NA
"9427" "SR20427" 20427 "" 280.32 0.707844696 0.000154655 2.509554103 2008 90 3 "M" NA
"9428" "SR20427" 20427 "y" 323.32 0.707533041 0.00018051 2.538558269 2008 90 3 "M" NA
"9429" "SR20427" 20427 "y" 378.5 0.70756591 0.000125045 2.472866414 2008 90 3 "M" NA
"9430" "SR20427" 20427 "y" 423.87 0.707537582 0.000198233 2.72216932 2008 90 3 "M" NA
"9431" "SR20427" 20427 "y" 459.41 0.707401645 0.000256207 2.637122076 2008 90 3 "M" NA
"9432" "SR20427" 20427 "" 496.99 0.707526509 0.000202431 2.698064918 2008 90 3 "M" NA
"9433" "SR20427" 20427 "" 541 0.708754003 7.92e-05 4.791614828 2008 90 3 "M" NA
"9434" "SR20427" 20427 "" 590.77 0.709089083 9.72e-05 4.443461568 2008 90 3 "M" NA
"9435" "SR20427" 20427 "" 631.06 0.709043477 7.86e-05 4.444180055 2008 90 3 "M" NA
"9436" "SR20427" 20427 "" 663.22 0.708995022 9.41e-05 5.166686625 2008 90 3 "M" NA
"9437" "SR20427" 20427 "" 698.43 0.709119444 8.16e-05 5.284372211 2008 90 3 "M" NA
"9438" "SR20427" 20427 "" 737.36 0.709084364 0.00010766 4.701311945 2008 90 3 "M" NA
"9439" "SR20427" 20427 "" 778.33 0.70918 8.3e-05 4.301426402 2008 90 3 "M" NA
"9440" "SR20428" 20428 "" 28.82 0.709092107 0.000110691 7.382527305 2008 79 3 "F" NA
"9441" "SR20428" 20428 "" 73.45 0.708790934 0.000137966 7.026522575 2008 79 3 "F" NA
"9442" "SR20428" 20428 "" 110.18 0.708286088 9.39e-05 7.138995717 2008 79 3 "F" NA
"9443" "SR20428" 20428 "" 150.63 0.707733356 0.00012908 7.112077538 2008 79 3 "F" NA
"9444" "SR20428" 20428 "" 184.1 0.707517529 0.000126526 6.489633199 2008 79 3 "F" NA
"9445" "SR20428" 20428 "" 196.19 0.707566205 0.000118227 6.009257557 2008 79 3 "F" NA
"9446" "SR20428" 20428 "" 221.76 0.707817355 0.000128236 5.424246059 2008 79 3 "F" NA
"9447" "SR20428" 20428 "" 237.56 0.707700771 0.000138073 4.908898005 2008 79 3 "F" NA
"9448" "SR20428" 20428 "y" 262.67 0.707628001 0.000166674 4.764141706 2008 79 3 "F" NA
"9449" "SR20428" 20428 "y" 303.11 0.707535348 0.000164733 4.602086613 2008 79 3 "F" NA
"9450" "SR20428" 20428 "y" 344.49 0.707388393 0.000139719 4.078396979 2008 79 3 "F" NA
"9451" "SR20428" 20428 "y" 388.19 0.707423479 0.000162224 4.293117111 2008 79 3 "F" NA
"9452" "SR20428" 20428 "y" 432.36 0.707395296 0.000126531 4.233492468 2008 79 3 "F" NA
"9453" "SR20428" 20428 "" 474.66 0.707493286 0.000151906 4.464933226 2008 79 3 "F" NA
"9454" "SR20428" 20428 "" 510.46 0.708274005 0.000123328 6.778564 2008 79 3 "F" NA
"9455" "SR20428" 20428 "" 541.61 0.708787924 0.000114828 8.299637126 2008 79 3 "F" NA
"9456" "SR20428" 20428 "" 593.67 0.708986059 0.000113007 7.954952098 2008 79 3 "F" NA
"9457" "SR20428" 20428 "" 639.23 0.709191816 0.000107298 8.495006598 2008 79 3 "F" NA
"9458" "SR20428" 20428 "" 681.54 0.709201052 0.000124567 7.583803244 2008 79 3 "F" NA
"9459" "SR20428" 20428 "" 716.41 0.70912645 0.000145112 7.386348928 2008 79 3 "F" NA
"9460" "SR20428" 20428 "" 751.28 0.709208919 0.000119468 7.075926677 2008 79 3 "F" NA
"9461" "SR20431" 20431 "" 17.67 0.708415758 0.000167861 5.857712008 2008 76 3 "M" NA
"9462" "SR20431" 20431 "" 53.93 0.708111358 0.000154246 5.734479646 2008 76 3 "M" NA
"9463" "SR20431" 20431 "" 89.26 0.708063704 0.000142052 6.767155756 2008 76 3 "M" NA
"9464" "SR20431" 20431 "" 133.89 0.707773098 0.000114119 7.034599766 2008 76 3 "M" NA
"9465" "SR20431" 20431 "" 166.43 0.707393164 0.000133743 6.391699941 2008 76 3 "M" NA
"9466" "SR20431" 20431 "" 206.88 0.707077336 0.00013047 5.804512024 2008 76 3 "M" NA
"9467" "SR20431" 20431 "y" 248.26 0.706464929 0.000140031 4.75227 2008 76 3 "M" NA
"9468" "SR20431" 20431 "y" 289.17 0.706323256 0.0001501 4.668490314 2008 76 3 "M" NA
"9469" "SR20431" 20431 "y" 328.22 0.706362516 0.000137103 4.669919858 2008 76 3 "M" NA
"9470" "SR20431" 20431 "y" 372.85 0.706455462 0.000127975 4.837382083 2008 76 3 "M" NA
"9471" "SR20431" 20431 "y" 411.43 0.70646355 0.000121696 5.113671323 2008 76 3 "M" NA
"9472" "SR20431" 20431 "" 449.56 0.706498577 0.000135907 4.94670166 2008 76 3 "M" NA
"9473" "SR20431" 20431 "" 465.36 0.706548402 0.000122313 4.611837599 2008 76 3 "M" NA
"9474" "SR20431" 20431 "" 490.47 0.706551614 0.000132271 5.13983453 2008 76 3 "M" NA
"9475" "SR20431" 20431 "" 503.95 0.706678126 0.000106358 5.356419015 2008 76 3 "M" NA
"9476" "SR20431" 20431 "" 532.77 0.706918748 0.00014441 6.228510934 2008 76 3 "M" NA
"9477" "SR20431" 20431 "" 576.47 0.708460893 0.000115757 8.530024041 2008 76 3 "M" NA
"9478" "SR20431" 20431 "" 606.69 0.708731404 0.000106046 9.168358635 2008 76 3 "M" NA
"9479" "SR20431" 20431 "" 648.07 0.708887814 9.31e-05 8.097254152 2008 76 3 "M" NA
"9480" "SR20431" 20431 "" 689.44 0.708948872 0.0001026 7.481220129 2008 76 3 "M" NA
"9481" "SR20431" 20431 "" 730.35 0.709074576 9.83e-05 8.299027019 2008 76 3 "M" NA
"9482" "SR20433" 20433 "" 11.62 0.708436981 0.000198828 9.236723447 2008 73 3 "F" NA
"9483" "SR20433" 20433 "" 39.98 0.707739913 0.000151894 7.249067968 2008 73 3 "F" NA
"9484" "SR20433" 20433 "" 80.89 0.707662526 0.000133077 7.957836292 2008 73 3 "F" NA
"9485" "SR20433" 20433 "" 122.27 0.70736745 0.000117582 8.614141749 2008 73 3 "F" NA
"9486" "SR20433" 20433 "" 160.85 0.707290951 0.000118824 8.306627896 2008 73 3 "F" NA
"9487" "SR20433" 20433 "" 183.63 0.707195783 0.000153168 6.963419728 2008 73 3 "F" NA
"9488" "SR20433" 20433 "" 204.09 0.707516222 0.000144392 6.96924006 2008 73 3 "F" NA
"9489" "SR20433" 20433 "" 231.98 0.707704885 0.00014492 6.359209684 2008 73 3 "F" NA
"9490" "SR20433" 20433 "" 250.58 0.707714678 0.000106783 5.767841417 2008 73 3 "F" NA
"9491" "SR20433" 20433 "" 269.18 0.707573527 0.000132695 5.743156 2008 73 3 "F" NA
"9492" "SR20433" 20433 "y" 287.31 0.707546021 0.000107314 5.51234966 2008 73 3 "F" NA
"9493" "SR20433" 20433 "" 311.02 0.707494952 0.000159724 5.03389453 2008 73 3 "F" NA
"9494" "SR20433" 20433 "y" 335.19 0.70737273 0.00013024 5.330195889 2008 73 3 "F" NA
"9495" "SR20433" 20433 "y" 371.92 0.707366622 0.000121148 5.137777216 2008 73 3 "F" NA
"9496" "SR20433" 20433 "y" 420.27 0.707444597 0.000102178 4.915165199 2008 73 3 "F" NA
"9497" "SR20433" 20433 "y" 456.99 0.707425891 0.000126464 5.331426748 2008 73 3 "F" NA
"9498" "SR20433" 20433 "" 502.55 0.708348917 0.000146826 7.428238339 2008 73 3 "F" NA
"9499" "SR20433" 20433 "" 549.97 0.708833223 0.000128782 10.32983271 2008 73 3 "F" NA
"9500" "SR20433" 20433 "" 587.63 0.709087457 0.000102983 9.924913795 2008 73 3 "F" NA
"9501" "SR20433" 20433 "" 632.26 0.70907732 9.59e-05 11.75935196 2008 73 3 "F" NA
"9502" "SR20433" 20433 "" 668.99 0.70909267 0.000103073 9.827296504 2008 73 3 "F" NA
"9503" "SR20433" 20433 "" 700.6 0.709178799 7.54e-05 11.2628462 2008 73 3 "F" NA
"9504" "SR20433" 20433 "" 730.82 0.70923112 9.91e-05 11.28117102 2008 73 3 "F" NA
"9505" "SR20433" 20433 "" 772.66 0.709129476 0.000100279 9.299066179 2008 73 3 "F" NA
"9506" "SR20434" 20434 "" 23.71 0.708518904 0.000159879 7.805236837 2008 71 3 "F" NA
"9507" "SR20434" 20434 "" 65.55 0.708090306 0.000139633 7.075173547 2008 71 3 "F" NA
"9508" "SR20434" 20434 "" 102.74 0.707925795 0.000137332 7.065762616 2008 71 3 "F" NA
"9509" "SR20434" 20434 "" 135.29 0.707475356 0.000115143 6.554759901 2008 71 3 "F" NA
"9510" "SR20434" 20434 "" 176.66 0.707208578 0.000127408 6.082183774 2008 71 3 "F" NA
"9511" "SR20434" 20434 "" 223.62 0.706905696 0.000133513 4.955303978 2008 71 3 "F" NA
"9512" "SR20434" 20434 "y" 265.46 0.706430865 0.000158005 4.140938958 2008 71 3 "F" NA
"9513" "SR20434" 20434 "y" 303.58 0.706405434 0.000143514 5.029992995 2008 71 3 "F" NA
"9514" "SR20434" 20434 "y" 341.7 0.706478049 0.000138068 5.040578571 2008 71 3 "F" NA
"9515" "SR20434" 20434 "y" 377.96 0.706460848 0.000125243 4.709801553 2008 71 3 "F" NA
"9516" "SR20434" 20434 "y" 411.9 0.70647605 0.000142998 4.803153914 2008 71 3 "F" NA
"9517" "SR20434" 20434 "" 444.44 0.706423972 0.000160004 4.170028035 2008 71 3 "F" NA
"9518" "SR20434" 20434 "" 459.78 0.706354381 0.0001481 4.677404397 2008 71 3 "F" NA
"9519" "SR20434" 20434 "" 491.86 0.706768877 0.000162196 4.892691724 2008 71 3 "F" NA
"9520" "SR20434" 20434 "" 508.13 0.706651256 0.00014113 5.294388011 2008 71 3 "F" NA
"9521" "SR20434" 20434 "" 547.18 0.708326556 0.000121762 8.806091834 2008 71 3 "F" NA
"9522" "SR20434" 20434 "" 605.3 0.708872778 0.000113226 9.220063727 2008 71 3 "F" NA
"9523" "SR20434" 20434 "" 658.76 0.70899972 0.000127423 9.004432007 2008 71 3 "F" NA
"9524" "SR20434" 20434 "" 696.88 0.709094444 0.00013092 8.438387209 2008 71 3 "F" NA
"9525" "SR20434" 20434 "" 751.74 0.709046305 0.000110419 7.828844109 2008 71 3 "F" NA
"9526" "SR20434" 20434 "" 793.12 0.709005735 0.000121188 8.223425952 2008 71 3 "F" NA
"9527" "SR20437" 20437 "" 0.93 0.708390538 0.000143393 3.622352171 2008 74 3 "F" NA
"9528" "SR20437" 20437 "" 29.75 0.708575621 0.000113179 4.200061024 2008 74 3 "F" NA
"9529" "SR20437" 20437 "" 63.69 0.708307034 0.000153379 3.648265761 2008 74 3 "F" NA
"9530" "SR20437" 20437 "" 104.14 0.70807243 0.00012546 4.844651316 2008 74 3 "F" NA
"9531" "SR20437" 20437 "" 147.37 0.707480819 0.000104776 5.117170915 2008 74 3 "F" NA
"9532" "SR20437" 20437 "" 186.89 0.707257036 0.000120886 4.486561936 2008 74 3 "F" NA
"9533" "SR20437" 20437 "" 230.59 0.706654783 0.000131337 4.119830864 2008 74 3 "F" NA
"9534" "SR20437" 20437 "y" 265.46 0.706368214 0.000113186 4.093170571 2008 74 3 "F" NA
"9535" "SR20437" 20437 "y" 305.44 0.706321532 0.000127923 3.887519883 2008 74 3 "F" NA
"9536" "SR20437" 20437 "y" 345.42 0.706487975 0.00012113 3.889351883 2008 74 3 "F" NA
"9537" "SR20437" 20437 "" 369.13 0.706381072 0.000129242 3.87071543 2008 74 3 "F" NA
"9538" "SR20437" 20437 "y" 388.65 0.706404581 0.0001356 3.709108529 2008 74 3 "F" NA
"9539" "SR20437" 20437 "" 413.29 0.706421517 0.000129571 4.104280794 2008 74 3 "F" NA
"9540" "SR20437" 20437 "" 445.37 0.706793165 0.000138033 4.219161245 2008 74 3 "F" NA
"9541" "SR20437" 20437 "" 487.21 0.707359485 0.000149251 5.571001149 2008 74 3 "F" NA
"9542" "SR20437" 20437 "" 531.38 0.708607615 9.33e-05 7.065361492 2008 74 3 "F" NA
"9543" "SR20437" 20437 "" 579.26 0.70874441 9.49e-05 7.108014962 2008 74 3 "F" NA
"9544" "SR20437" 20437 "" 626.22 0.708965754 7.87e-05 7.445151905 2008 74 3 "F" NA
"9545" "SR20437" 20437 "" 669.45 0.708958049 9.85e-05 6.900462532 2008 74 3 "F" NA
"9546" "SR20437" 20437 "" 737.33 0.709104528 0.000119271 6.286614546 2008 74 3 "F" NA
"9547" "SR20437" 20437 "" 791.72 0.709054147 0.000120958 5.87486715 2008 74 3 "F" NA
"9548" "SR20437" 20437 "" 842.39 0.709150513 0.000131784 5.875761839 2008 74 3 "F" NA
"9549" "SR20439" 20439 "" 19.99 0.708229402 0.000156936 4.091370068 2008 81 3 "F" NA
"9550" "SR20439" 20439 "" 51.6 0.708547511 0.000118089 4.399209507 2008 81 3 "F" NA
"9551" "SR20439" 20439 "" 79.5 0.708085944 0.00010551 4.805033317 2008 81 3 "F" NA
"9552" "SR20439" 20439 "" 107.39 0.707765262 0.000118908 4.992536188 2008 81 3 "F" NA
"9553" "SR20439" 20439 "" 142.26 0.707538186 0.00011615 5.256292953 2008 81 3 "F" NA
"9554" "SR20439" 20439 "" 182.7 0.707443822 9.75e-05 5.026611365 2008 81 3 "F" NA
"9555" "SR20439" 20439 "" 226.41 0.707526831 0.000127431 4.411501901 2008 81 3 "F" NA
"9556" "SR20439" 20439 "" 238.03 0.707626322 0.000138051 3.965986645 2008 81 3 "F" NA
"9557" "SR20439" 20439 "" 258.02 0.707697884 0.000128093 4.049243509 2008 81 3 "F" NA
"9558" "SR20439" 20439 "" 270.57 0.707624602 0.000139798 3.540506384 2008 81 3 "F" NA
"9559" "SR20439" 20439 "y" 298 0.707487585 0.000147093 3.508962485 2008 81 3 "F" NA
"9560" "SR20439" 20439 "y" 326.82 0.707275267 0.000130522 3.439614953 2008 81 3 "F" NA
"9561" "SR20439" 20439 "y" 364.94 0.707219583 0.000134757 3.580953316 2008 81 3 "F" NA
"9562" "SR20439" 20439 "y" 397.02 0.707344313 0.000128413 3.698860872 2008 81 3 "F" NA
"9563" "SR20439" 20439 "y" 437 0.707421414 0.000113862 4.467428867 2008 81 3 "F" NA
"9564" "SR20439" 20439 "" 470.48 0.708533743 0.000110073 6.605557414 2008 81 3 "F" NA
"9565" "SR20439" 20439 "" 508.13 0.708961073 8.93e-05 7.053614921 2008 81 3 "F" NA
"9566" "SR20439" 20439 "" 551.83 0.708996967 9.49e-05 6.341893702 2008 81 3 "F" NA
"9567" "SR20439" 20439 "" 587.63 0.709037753 9.73e-05 6.320501878 2008 81 3 "F" NA
"9568" "SR20439" 20439 "" 624.36 0.709059443 0.000115141 6.523657711 2008 81 3 "F" NA
"9569" "SR20439" 20439 "" 661.55 0.709161258 0.000128762 5.472038076 2008 81 3 "F" NA
"9570" "SR20439" 20439 "" 692.23 0.709089109 0.000124494 5.563096592 2008 81 3 "F" NA
"9571" "SR20440" 20440 "" 7.67 0.708162461 0.000190209 8.284570401 2008 85 3 "M" NA
"9572" "SR20440" 20440 "" 34.4 0.708066427 0.000176146 7.121436951 2008 85 3 "M" NA
"9573" "SR20440" 20440 "" 66.02 0.707925472 0.00016297 6.294554235 2008 85 3 "M" NA
"9574" "SR20440" 20440 "" 99.49 0.707549243 0.000155871 6.493208443 2008 85 3 "M" NA
"9575" "SR20440" 20440 "" 139 0.70744955 0.000121278 6.105278265 2008 85 3 "M" NA
"9576" "SR20440" 20440 "" 184.1 0.707380633 0.000145702 6.819087553 2008 85 3 "M" NA
"9577" "SR20440" 20440 "" 227.8 0.706694951 0.00018892 6.960385778 2008 85 3 "M" NA
"9578" "SR20440" 20440 "y" 269.64 0.706349852 0.000173697 6.910121041 2008 85 3 "M" NA
"9579" "SR20440" 20440 "y" 306.37 0.706460226 0.000231044 5.740242214 2008 85 3 "M" NA
"9580" "SR20440" 20440 "y" 344.02 0.706308014 0.000141311 4.269447024 2008 85 3 "M" NA
"9581" "SR20440" 20440 "y" 387.26 0.706329299 0.000201299 4.848006621 2008 85 3 "M" NA
"9582" "SR20440" 20440 "y" 425.38 0.706505295 0.000191975 4.541238665 2008 85 3 "M" NA
"9583" "SR20440" 20440 "y" 461.18 0.706422811 0.000197664 6.012091707 2008 85 3 "M" NA
"9584" "SR20440" 20440 "" 482.1 0.706533584 0.00019272 5.247122596 2008 85 3 "M" NA
"9585" "SR20440" 20440 "" 499.77 0.706809498 0.000201211 6.544593539 2008 85 3 "M" NA
"9586" "SR20440" 20440 "" 520.22 0.706717608 0.000168381 5.369516109 2008 85 3 "M" NA
"9587" "SR20440" 20440 "" 548.58 0.706677094 0.000234833 6.216484068 2008 85 3 "M" NA
"9588" "SR20440" 20440 "" 563.46 0.706835234 0.00016547 5.87316117 2008 85 3 "M" NA
"9589" "SR20440" 20440 "" 587.63 0.707567356 0.000170195 6.026682867 2008 85 3 "M" NA
"9590" "SR20440" 20440 "" 630.87 0.708553508 0.000171727 7.958689736 2008 85 3 "M" NA
"9591" "SR20440" 20440 "" 669.45 0.708632819 0.000241609 9.136702265 2008 85 3 "M" NA
"9592" "SR20440" 20440 "" 708.5 0.708946872 0.000216048 10.20983627 2008 85 3 "M" NA
"9593" "SR20440" 20440 "" 749.88 0.708996758 0.000227059 9.827509433 2008 85 3 "M" NA
"9594" "SR20442" 20442 "" 1.39 0.708476545 0.000234345 8.948099127 2008 80 3 "F" NA
"9595" "SR20442" 20442 "" 39.98 0.708526277 0.000146791 8.137331409 2008 80 3 "F" NA
"9596" "SR20442" 20442 "" 76.71 0.70813989 0.000185993 6.364687815 2008 80 3 "F" NA
"9597" "SR20442" 20442 "" 114.36 0.708117026 0.000112809 7.229354985 2008 80 3 "F" NA
"9598" "SR20442" 20442 "" 157.14 0.707554734 0.000132241 6.731070885 2008 80 3 "F" NA
"9599" "SR20442" 20442 "" 199.91 0.7071872 0.000130983 7.16538633 2008 80 3 "F" NA
"9600" "SR20442" 20442 "" 237.1 0.706926149 0.000161728 5.455471952 2008 80 3 "F" NA
"9601" "SR20442" 20442 "y" 275.22 0.706320751 0.000149257 5.485845677 2008 80 3 "F" NA
"9602" "SR20442" 20442 "y" 318.45 0.706332097 0.000169109 4.924989332 2008 80 3 "F" NA
"9603" "SR20442" 20442 "y" 359.37 0.706321371 0.000130401 5.784983021 2008 80 3 "F" NA
"9604" "SR20442" 20442 "y" 403.53 0.706345667 0.00012116 5.09135305 2008 80 3 "F" NA
"9605" "SR20442" 20442 "y" 438.86 0.706464736 0.000119794 5.466080872 2008 80 3 "F" NA
"9606" "SR20442" 20442 "" 466.29 0.706433432 0.000159885 5.049087377 2008 80 3 "F" NA
"9607" "SR20442" 20442 "" 494.19 0.706390105 0.00014214 5.655561395 2008 80 3 "F" NA
"9608" "SR20442" 20442 "" 510.46 0.706420898 0.000133216 5.528874531 2008 80 3 "F" NA
"9609" "SR20442" 20442 "" 530.91 0.706558336 0.000147701 6.350936508 2008 80 3 "F" NA
"9610" "SR20442" 20442 "" 552.76 0.706453272 0.000107315 5.555051806 2008 80 3 "F" NA
"9611" "SR20442" 20442 "" 581.59 0.706877999 0.000144242 7.329600863 2008 80 3 "F" NA
"9612" "SR20442" 20442 "" 618.78 0.708358064 0.000157744 9.022504139 2008 80 3 "F" NA
"9613" "SR20442" 20442 "" 651.32 0.708849694 0.000160341 9.615263361 2008 80 3 "F" NA
"9614" "SR20442" 20442 "" 691.3 0.708840257 0.000110405 9.588783792 2008 80 3 "F" NA
"9615" "SR20442" 20442 "" 741.51 0.709065867 0.000146773 9.475019609 2008 80 3 "F" NA
"9616" "SR20442" 20442 "" 774.05 0.709078383 0.000136724 8.846998188 2008 80 3 "F" NA
"9617" "SR20443" 20443 "" 24.17 0.708623398 0.00013599 6.530642967 2008 81 3 "F" NA
"9618" "SR20443" 20443 "" 62.76 0.708254042 0.000124143 6.605419418 2008 81 3 "F" NA
"9619" "SR20443" 20443 "" 95.77 0.707986627 0.00012803 7.771579275 2008 81 3 "F" NA
"9620" "SR20443" 20443 "" 136.22 0.707491673 0.000133428 9.257081399 2008 81 3 "F" NA
"9621" "SR20443" 20443 "" 171.55 0.70726407 0.000117447 11.38386183 2008 81 3 "F" NA
"9622" "SR20443" 20443 "" 211.06 0.707298423 0.000129665 10.14755629 2008 81 3 "F" NA
"9623" "SR20443" 20443 "y" 248.72 0.707453464 0.000136568 8.920007671 2008 81 3 "F" NA
"9624" "SR20443" 20443 "y" 287.77 0.707429228 0.000137936 7.900418512 2008 81 3 "F" NA
"9625" "SR20443" 20443 "y" 320.78 0.707345758 0.000156131 7.489091622 2008 81 3 "F" NA
"9626" "SR20443" 20443 "y" 352.86 0.70736249 0.000150726 7.344655486 2008 81 3 "F" NA
"9627" "SR20443" 20443 "y" 376.1 0.707329996 0.000155305 7.628634724 2008 81 3 "F" NA
"9628" "SR20443" 20443 "y" 408.18 0.707325058 0.00015145 8.276974431 2008 81 3 "F" NA
