"Sample_ID" "ASN" "Natal_region" "Otolith_radius_um" "Otolith_87Sr86Sr" "SE2" "SrV" "Outmigration_year" "Capture_FL_cm" "Capture_Age" "Sex" "CWT_no"
"666" "SR11325" 11325 "" 748.53 0.709101799 0.000145617 4.705588137 1999 113 3 "M" NA
"667" "SR11326" 11326 "" 11.51 0.708669559 0.000200546 3.456155822 1999 80 3 "M" NA
"668" "SR11326" 11326 "" 50.44 0.708689237 0.000118585 3.460574792 1999 80 3 "M" NA
"669" "SR11326" 11326 "" 86.33 0.708340986 0.000158721 3.075888379 1999 80 3 "M" NA
"670" "SR11326" 11326 "" 125.26 0.708244967 0.000157656 3.535289072 1999 80 3 "M" NA
"671" "SR11326" 11326 "" 169.28 0.707755642 0.000176981 3.356213795 1999 80 3 "M" NA
"672" "SR11326" 11326 "" 209.9 0.707436903 0.000150528 3.030657096 1999 80 3 "M" NA
"673" "SR11326" 11326 "y" 253.24 0.706704017 0.000133931 2.410348037 1999 80 3 "M" NA
"674" "SR11326" 11326 "y" 293.86 0.706495482 0.000127662 2.515320284 1999 80 3 "M" NA
"675" "SR11326" 11326 "y" 334.83 0.706562106 0.000132653 2.38469179 1999 80 3 "M" NA
"676" "SR11326" 11326 "y" 373.76 0.706618988 0.000143992 2.419454327 1999 80 3 "M" NA
"677" "SR11326" 11326 "y" 413.71 0.706616954 0.000127791 2.523183254 1999 80 3 "M" NA
"678" "SR11326" 11326 "y" 454.34 0.70657222 0.000158884 2.509222615 1999 80 3 "M" NA
"679" "SR11326" 11326 "y" 492.59 0.706481608 0.000170603 2.560920622 1999 80 3 "M" NA
"680" "SR11326" 11326 "y" 532.54 0.706395885 0.000118205 2.463927504 1999 80 3 "M" NA
"681" "SR11326" 11326 "" 555.9 0.706533134 0.000215326 2.442240598 1999 80 3 "M" NA
"682" "SR11326" 11326 "" 572.83 0.706603017 0.000179406 2.438266639 1999 80 3 "M" NA
"683" "SR11326" 11326 "" 594.83 0.706688779 0.000180124 2.512470203 1999 80 3 "M" NA
"684" "SR11326" 11326 "" 614.47 0.706899454 0.000195889 2.61149756 1999 80 3 "M" NA
"685" "SR11326" 11326 "" 636.81 0.70745837 0.000126805 2.825579818 1999 80 3 "M" NA
"686" "SR11326" 11326 "" 659.5 0.708229908 0.000150292 3.621264732 1999 80 3 "M" NA
"687" "SR11326" 11326 "" 697.75 0.708825301 9.83e-05 4.261008398 1999 80 3 "M" NA
"688" "SR11326" 11326 "" 740.41 0.708957599 0.000125303 4.286943418 1999 80 3 "M" NA
"689" "SR11326" 11326 "" 779.01 0.708997303 0.000124333 4.221947251 1999 80 3 "M" NA
"690" "SR11330" 11330 "" 19.64 0.709039667 0.000105969 3.868296401 1999 79 3 "F" NA
"691" "SR11330" 11330 "" 56.88 0.709119232 0.000101276 3.849224461 1999 79 3 "F" NA
"692" "SR11330" 11330 "" 96.15 0.70861729 0.000118771 3.097398545 1999 79 3 "F" NA
"693" "SR11330" 11330 "" 133.39 0.707882985 0.000156261 4.492711122 1999 79 3 "F" NA
"694" "SR11330" 11330 "" 176.05 0.707618002 7.72e-05 4.754664466 1999 79 3 "F" NA
"695" "SR11330" 11330 "y" 216 0.707620751 4.14e-05 4.457868102 1999 79 3 "F" NA
"696" "SR11330" 11330 "y" 254.93 0.707673812 9.72e-05 5.10378899 1999 79 3 "F" NA
"697" "SR11330" 11330 "y" 296.23 0.707505808 9.75e-05 5.252522409 1999 79 3 "F" NA
"698" "SR11330" 11330 "y" 347.69 0.707641302 0.000104458 4.749896288 1999 79 3 "F" NA
"699" "SR11330" 11330 "" 389.67 0.707788602 0.000311915 0.467189561 1999 79 3 "F" NA
"700" "SR11330" 11330 "" 429.62 0.70799747 0.000501339 0.578819793 1999 79 3 "F" NA
"701" "SR11330" 11330 "" 463.81 0.707805001 0.000351078 0.640663306 1999 79 3 "F" NA
"702" "SR11330" 11330 "" 498.01 0.707833388 0.000312732 0.628184118 1999 79 3 "F" NA
"703" "SR11330" 11330 "" 538.3 0.7079378 0.000410104 0.591573478 1999 79 3 "F" NA
"704" "SR11330" 11330 "" 573.5 0.708036363 0.000328246 0.602698714 1999 79 3 "F" NA
"705" "SR11330" 11330 "" 614.13 0.708120726 0.000266366 0.631303165 1999 79 3 "F" NA
"706" "SR11330" 11330 "" 654.08 0.708207136 0.000301348 0.581986892 1999 79 3 "F" NA
"707" "SR11330" 11330 "" 693.01 0.707663408 0.000424582 0.624379452 1999 79 3 "F" NA
"708" "SR11330" 11330 "" 740.07 0.708460541 0.000498741 0.747402378 1999 79 3 "F" NA
"709" "SR11330" 11330 "" 787.47 0.708970742 0.000300032 0.892800181 1999 79 3 "F" NA
"710" "SR11331" 11331 "" 12.19 0.70862713 0.000245553 3.003107483 1999 74 3 "F" NA
"711" "SR11331" 11331 "" 59.58 0.708639299 0.000132951 3.894359398 1999 74 3 "F" NA
"712" "SR11331" 11331 "" 100.55 0.708301251 0.000135252 3.497645775 1999 74 3 "F" NA
"713" "SR11331" 11331 "" 136.44 0.708295411 0.000117795 3.76313096 1999 74 3 "F" NA
"714" "SR11331" 11331 "" 175.03 0.707856005 0.000153957 3.173957488 1999 74 3 "F" NA
"715" "SR11331" 11331 "" 214.98 0.707473733 0.000119124 3.147171724 1999 74 3 "F" NA
"716" "SR11331" 11331 "" 251.88 0.706938371 0.000140897 2.647441185 1999 74 3 "F" NA
"717" "SR11331" 11331 "y" 292.85 0.706459858 0.00010506 2.822679496 1999 74 3 "F" NA
"718" "SR11331" 11331 "y" 331.78 0.706622944 0.000124054 2.636526101 1999 74 3 "F" NA
"719" "SR11331" 11331 "y" 366.99 0.706678904 0.000159877 2.622823871 1999 74 3 "F" NA
"720" "SR11331" 11331 "y" 407.61 0.706671571 0.000215135 2.799355013 1999 74 3 "F" NA
"721" "SR11331" 11331 "y" 447.22 0.706585403 8.69e-05 3.65544944 1999 74 3 "F" NA
"722" "SR11331" 11331 "" 461.78 0.70645213 9.42e-05 3.652159408 1999 74 3 "F" NA
"723" "SR11331" 11331 "" 486.84 0.706747822 9.21e-05 3.705647184 1999 74 3 "F" NA
"724" "SR11331" 11331 "" 498.35 0.707046052 0.000113573 3.452688409 1999 74 3 "F" NA
"725" "SR11331" 11331 "" 525.43 0.706938319 0.000143782 3.453800159 1999 74 3 "F" NA
"726" "SR11331" 11331 "" 538.29 0.707178994 0.000171972 3.568741545 1999 74 3 "F" NA
"727" "SR11331" 11331 "" 561.65 0.708334577 0.000134863 5.095976946 1999 74 3 "F" NA
"728" "SR11331" 11331 "" 605.33 0.708817834 6.68e-05 4.85407512 1999 74 3 "F" NA
"729" "SR11331" 11331 "" 641.55 0.708962661 0.000100373 4.350522766 1999 74 3 "F" NA
"730" "SR11331" 11331 "" 675.07 0.709031438 0.000141546 4.255731782 1999 74 3 "F" NA
"731" "SR11331" 11331 "" 717.39 0.709071514 0.000106013 4.155541133 1999 74 3 "F" NA
"732" "SR11331" 11331 "" 754.29 0.709162492 0.000131787 4.239032445 1999 74 3 "F" NA
"733" "SR11332" 11332 "" 17.2 0.708784354 0.00018 3.79385 2000 64 2 "M" NA
"734" "SR11332" 11332 "" 47.88 0.708831351 0.00013 3.76261 2000 64 2 "M" NA
"735" "SR11332" 11332 "" 84.15 0.708555366 0.00012 3.12608 2000 64 2 "M" NA
"736" "SR11332" 11332 "" 122.73 0.708337377 0.000152 3.67553 2000 64 2 "M" NA
"737" "SR11332" 11332 "" 163.64 0.708020393 0.000102 3.35896 2000 64 2 "M" NA
"738" "SR11332" 11332 "" 205.95 0.707537418 9.8e-05 3.17606 2000 64 2 "M" NA
"739" "SR11332" 11332 "" 247.79 0.707226434 1e-04 3.24112 2000 64 2 "M" NA
"740" "SR11332" 11332 "y" 291.49 0.707260433 9.8e-05 3.51511 2000 64 2 "M" NA
"741" "SR11332" 11332 "y" 333.8 0.707348428 7.4e-05 3.99316 2000 64 2 "M" NA
"742" "SR11332" 11332 "y" 378.89 0.707419424 9.2e-05 4.54174 2000 64 2 "M" NA
"743" "SR11332" 11332 "y" 417.48 0.707440423 0.00014 4.38429 2000 64 2 "M" NA
"744" "SR11332" 11332 "y" 463.5 0.707438423 0.00019 4.05072 2000 64 2 "M" NA
"745" "SR11332" 11332 "y" 471.41 0.707401425 0.000184 4.12997 2000 64 2 "M" NA
"746" "SR11332" 11332 "" 500.23 0.707687411 0.00024 4.01086 2000 64 2 "M" NA
"747" "SR11332" 11332 "" 519.29 0.708833351 0.000172 4.13757 2000 64 2 "M" NA
"748" "SR11332" 11332 "" 541.14 0.70884835 0.000116 3.79805 2000 64 2 "M" NA
"749" "SR11332" 11332 "" 592.28 0.709128336 0.000108 4.01099 2000 64 2 "M" NA
"750" "SR11332" 11332 "" 633.66 0.709168334 0.000112 4.03585 2000 64 2 "M" NA
"751" "SR11332" 11332 "" 675.03 0.709175334 9.2e-05 4.09531 2000 64 2 "M" NA
"752" "SR11333" 11333 "" 4.9 0.708686667 0.000101204 2.943868399 1999 74 3 "F" NA
"753" "SR11333" 11333 "" 52.48 0.708519758 0.000153711 2.968519256 1999 74 3 "F" NA
"754" "SR11333" 11333 "" 92.76 0.708167008 0.00016496 2.983561404 1999 74 3 "F" NA
"755" "SR11333" 11333 "" 130.34 0.708114488 7.87e-05 3.70613645 1999 74 3 "F" NA
"756" "SR11333" 11333 "" 168.6 0.707700046 0.000109749 3.696916522 1999 74 3 "F" NA
"757" "SR11333" 11333 "" 207.19 0.707356477 0.000104988 3.411755207 1999 74 3 "F" NA
"758" "SR11333" 11333 "y" 244.77 0.706486905 0.000119138 3.115008463 1999 74 3 "F" NA
"759" "SR11333" 11333 "y" 283.71 0.706475833 0.000112581 2.988904332 1999 74 3 "F" NA
"760" "SR11333" 11333 "y" 320.95 0.706586187 0.000120126 2.780056724 1999 74 3 "F" NA
"761" "SR11333" 11333 "y" 361.57 0.706445577 0.000131604 2.742027358 1999 74 3 "F" NA
"762" "SR11333" 11333 "y" 403.21 0.70664005 0.000110694 2.77468492 1999 74 3 "F" NA
"763" "SR11333" 11333 "y" 444.18 0.706606598 0.000125771 2.719121621 1999 74 3 "F" NA
"764" "SR11333" 11333 "" 463.48 0.706700666 9.66e-05 2.681223535 1999 74 3 "F" NA
"765" "SR11333" 11333 "" 486.5 0.706636856 0.000129035 2.872601846 1999 74 3 "F" NA
"766" "SR11333" 11333 "" 505.46 0.706932399 0.000117367 3.045186484 1999 74 3 "F" NA
"767" "SR11333" 11333 "" 530.85 0.70723731 9.85e-05 3.67643301 1999 74 3 "F" NA
"768" "SR11333" 11333 "" 568.09 0.708452857 0.000118541 4.610877399 1999 74 3 "F" NA
"769" "SR11333" 11333 "" 608.04 0.70883539 0.000100172 4.503064346 1999 74 3 "F" NA
"770" "SR11333" 11333 "" 650.02 0.708894852 9.27e-05 4.283361973 1999 74 3 "F" NA
"771" "SR11333" 11333 "" 688.61 0.708936297 0.000101921 4.31517452 1999 74 3 "F" NA
"772" "SR11333" 11333 "" 729.24 0.709137667 8.71e-05 4.425597932 1999 74 3 "F" NA
"773" "SR11333" 11333 "" 768.85 0.709152548 7.01e-05 4.598628313 1999 74 3 "F" NA
"774" "SR11336" 11336 "" 2.37 0.70851005 0.000261307 3.211721728 1999 73 3 "F" NA
"775" "SR11336" 11336 "" 39.95 0.708360942 0.000165202 2.559236453 1999 73 3 "F" NA
"776" "SR11336" 11336 "" 77.19 0.708165901 0.000111223 4.118747818 1999 73 3 "F" NA
"777" "SR11336" 11336 "" 114.09 0.707805658 0.000117586 3.866957399 1999 73 3 "F" NA
"778" "SR11336" 11336 "" 162.5 0.70739831 0.000108183 3.25087506 1999 73 3 "F" NA
"779" "SR11336" 11336 "" 203.81 0.706787786 0.000138874 2.595928618 1999 73 3 "F" NA
"780" "SR11336" 11336 "y" 242.74 0.706761094 0.000134436 2.82371063 1999 73 3 "F" NA
"781" "SR11336" 11336 "y" 283.03 0.70651875 0.000131825 2.810483577 1999 73 3 "F" NA
"782" "SR11336" 11336 "y" 325.69 0.706670303 0.000148868 2.832827077 1999 73 3 "F" NA
"783" "SR11336" 11336 "y" 362.93 0.706558228 0.000117301 2.871227718 1999 73 3 "F" NA
"784" "SR11336" 11336 "" 386.62 0.706406354 0.000138918 2.615496591 1999 73 3 "F" NA
"785" "SR11336" 11336 "" 402.54 0.7066701 0.000134161 2.818611403 1999 73 3 "F" NA
"786" "SR11336" 11336 "" 427.93 0.706708296 0.000171915 2.635338179 1999 73 3 "F" NA
"787" "SR11336" 11336 "" 440.12 0.707095909 0.000126339 3.318597661 1999 73 3 "F" NA
"788" "SR11336" 11336 "" 463.81 0.707711418 0.000261782 3.460680272 1999 73 3 "F" NA
"789" "SR11336" 11336 "" 486.5 0.708419833 0.000110492 4.293955292 1999 73 3 "F" NA
"790" "SR11336" 11336 "" 528.82 0.7088969 8.43e-05 4.857275011 1999 73 3 "F" NA
"791" "SR11336" 11336 "" 570.12 0.709066434 0.000124378 4.908575359 1999 73 3 "F" NA
"792" "SR11336" 11336 "" 611.08 0.709075692 9.93e-05 4.557969116 1999 73 3 "F" NA
"793" "SR11336" 11336 "" 652.05 0.709069601 9.78e-05 4.707245043 1999 73 3 "F" NA
"794" "SR11336" 11336 "" 691.32 0.709117186 8.13e-05 4.454896976 1999 73 3 "F" NA
"795" "SR11336" 11336 "" 730.25 0.709112822 8.95e-05 4.539246759 1999 73 3 "F" NA
"796" "SR11336" 11336 "" 772.23 0.709168533 0.000102499 5.093045485 1999 73 3 "F" NA
"797" "SR11339" 11339 "" 27.76 0.708795695 0.000175286 2.571386911 1999 91 3 "F" NA
"798" "SR11339" 11339 "" 67.37 0.708533691 0.000127503 2.578199767 1999 91 3 "F" NA
"799" "SR11339" 11339 "" 102.58 0.70855893 0.000136768 2.709644103 1999 91 3 "F" NA
"800" "SR11339" 11339 "" 149.3 0.707847437 0.000162061 2.637052932 1999 91 3 "F" NA
"801" "SR11339" 11339 "" 187.56 0.707367941 0.000212238 2.347553427 1999 91 3 "F" NA
"802" "SR11339" 11339 "" 225.81 0.706474611 0.000184942 2.145792907 1999 91 3 "F" NA
"803" "SR11339" 11339 "" 264.07 0.706306874 0.000130238 2.241300794 1999 91 3 "F" NA
"804" "SR11339" 11339 "" 307.4 0.706104103 0.000122938 1.942403653 1999 91 3 "F" NA
"805" "SR11339" 11339 "y" 348.37 0.705613771 0.000158837 2.213066822 1999 91 3 "F" NA
"806" "SR11339" 11339 "y" 381.88 0.705973095 0.000155028 1.977763436 1999 91 3 "F" NA
"807" "SR11339" 11339 "y" 420.48 0.706034472 0.000163284 1.817739356 1999 91 3 "F" NA
"808" "SR11339" 11339 "y" 461.11 0.705686394 0.000171159 1.465135154 1999 91 3 "F" NA
"809" "SR11339" 11339 "y" 490.22 0.705919181 0.000177787 1.807271906 1999 91 3 "F" NA
"810" "SR11339" 11339 "y" 523.74 0.705758366 0.000131363 2.063626045 1999 91 3 "F" NA
"811" "SR11339" 11339 "y" 555.56 0.705853389 0.000174282 2.013826507 1999 91 3 "F" NA
"812" "SR11339" 11339 "y" 584.68 0.705822739 0.000178026 2.115623603 1999 91 3 "F" NA
"813" "SR11339" 11339 "" 597.2 0.705791242 0.000159292 1.865901536 1999 91 3 "F" NA
"814" "SR11339" 11339 "" 615.15 0.705897546 0.000162755 1.915112162 1999 91 3 "F" NA
"815" "SR11339" 11339 "" 629.03 0.706116448 0.000205313 1.91387846 1999 91 3 "F" NA
"816" "SR11339" 11339 "" 642.23 0.707870037 0.000204948 2.225039641 1999 91 3 "F" NA
"817" "SR11339" 11339 "" 661.53 0.708465603 9.48e-05 2.643278381 1999 91 3 "F" NA
"818" "SR11339" 11339 "" 675.41 0.708638518 0.000142371 3.201176124 1999 91 3 "F" NA
"819" "SR11339" 11339 "" 704.18 0.708802157 0.000117694 3.503702574 1999 91 3 "F" NA
"820" "SR11339" 11339 "" 736.69 0.708927853 0.000120759 3.513110417 1999 91 3 "F" NA
"821" "SR11341" 11341 "" 5.93 0.708852711 0.000216385 1.379885342 1999 75 3 "F" NA
"822" "SR11341" 11341 "" 36.9 0.708788472 8.92e-05 2.119328143 1999 75 3 "F" NA
"823" "SR11341" 11341 "" 78.21 0.708746899 0.000193074 2.126706764 1999 75 3 "F" NA
"824" "SR11341" 11341 "" 117.82 0.709037833 0.000145273 2.527027174 1999 75 3 "F" NA
"825" "SR11341" 11341 "" 158.44 0.709247044 0.000162853 2.031118307 1999 75 3 "F" NA
"826" "SR11341" 11341 "" 203.13 0.709418698 0.000111758 2.346154614 1999 75 3 "F" NA
"827" "SR11341" 11341 "" 243.76 0.709591013 0.000105817 2.778334606 1999 75 3 "F" NA
"828" "SR11341" 11341 "y" 285.06 0.709884973 0.000140149 2.663833064 1999 75 3 "F" NA
"829" "SR11341" 11341 "y" 328.06 0.709631431 0.000146948 2.647805262 1999 75 3 "F" NA
"830" "SR11341" 11341 "y" 369.7 0.70997294 9.11e-05 2.780494528 1999 75 3 "F" NA
"831" "SR11341" 11341 "y" 405.92 0.709940863 0.000159425 2.983595776 1999 75 3 "F" NA
"832" "SR11341" 11341 "y" 450.95 0.70982758 0.000184128 2.754240437 1999 75 3 "F" NA
"833" "SR11341" 11341 "y" 493.94 0.70980764 0.000113783 2.414403246 1999 75 3 "F" NA
"834" "SR11341" 11341 "y" 533.89 0.709616406 0.000100251 2.62231323 1999 75 3 "F" NA
"835" "SR11341" 11341 "" 580.61 0.7096095 0.00013861 2.932272131 1999 75 3 "F" NA
"836" "SR11341" 11341 "" 637.15 0.709439814 0.000110217 3.20978687 1999 75 3 "F" NA
"837" "SR11341" 11341 "" 688.61 0.709214062 0.00014601 3.249175702 1999 75 3 "F" NA
"838" "SR11341" 11341 "" 729.58 0.709206858 7.58e-05 4.037253977 1999 75 3 "F" NA
"839" "SR11341" 11341 "" 771.56 0.709083677 0.000131189 3.686591362 1999 75 3 "F" NA
"840" "SR11341" 11341 "" 807.1 0.709313986 0.000105026 3.878505912 1999 75 3 "F" NA
"841" "SR11342" 11342 "" 19.64 0.708182645 0.000154009 2.572843724 1999 95 3 "M" NA
"842" "SR11342" 11342 "" 57.22 0.708167382 0.000140304 2.711955886 1999 95 3 "M" NA
"843" "SR11342" 11342 "" 97.16 0.70809343 5.94e-05 3.122408186 1999 95 3 "M" NA
"844" "SR11342" 11342 "" 132.71 0.707667103 0.000111439 2.995711799 1999 95 3 "M" NA
"845" "SR11342" 11342 "" 168.6 0.707440582 0.000118099 2.992267465 1999 95 3 "M" NA
"846" "SR11342" 11342 "" 209.9 0.706859571 0.000146446 2.298162018 1999 95 3 "M" NA
"847" "SR11342" 11342 "" 253.91 0.706925022 0.000168269 2.442599735 1999 95 3 "M" NA
"848" "SR11342" 11342 "y" 294.54 0.7067428 0.000121396 2.556354994 1999 95 3 "M" NA
"849" "SR11342" 11342 "y" 336.18 0.706703673 0.000130253 3.365253151 1999 95 3 "M" NA
"850" "SR11342" 11342 "y" 379.86 0.706528858 0.000134174 4.022201708 1999 95 3 "M" NA
"851" "SR11342" 11342 "y" 417.43 0.706485739 6.36e-05 3.956326464 1999 95 3 "M" NA
"852" "SR11342" 11342 "" 433.01 0.706564025 9.23e-05 3.909320404 1999 95 3 "M" NA
"853" "SR11342" 11342 "" 458.06 0.706497703 0.000107538 3.912692519 1999 95 3 "M" NA
"854" "SR11342" 11342 "" 474.99 0.706511435 0.00010809 4.194386762 1999 95 3 "M" NA
"855" "SR11342" 11342 "" 496.99 0.706951832 0.000135277 3.871422949 1999 95 3 "M" NA
"856" "SR11342" 11342 "" 546.08 0.707993386 9.04e-05 4.65139528 1999 95 3 "M" NA
"857" "SR11342" 11342 "" 580.62 0.70864406 9.55e-05 4.321189355 1999 95 3 "M" NA
"858" "SR11342" 11342 "" 624.29 0.708837544 9.6e-05 4.002174398 1999 95 3 "M" NA
"859" "SR11342" 11342 "" 662.21 0.708996198 8.27e-05 4.123664878 1999 95 3 "M" NA
"860" "SR11342" 11342 "" 700.46 0.709018109 8.45e-05 4.430527376 1999 95 3 "M" NA
"861" "SR11342" 11342 "" 742.44 0.709038836 8.19e-05 4.620065955 1999 95 3 "M" NA
"862" "SR11343" 11343 "" 55.86 0.708312279 0.00014553 2.608387431 1999 85 3 "M" NA
"863" "SR11343" 11343 "" 93.1 0.708338162 9.7e-05 3.623840273 1999 85 3 "M" NA
"864" "SR11343" 11343 "" 133.39 0.708014257 0.000111265 3.712819881 1999 85 3 "M" NA
"865" "SR11343" 11343 "" 173.68 0.707468344 6.91e-05 3.465136855 1999 85 3 "M" NA
"866" "SR11343" 11343 "" 210.24 0.707028454 0.000118997 2.988069708 1999 85 3 "M" NA
"867" "SR11343" 11343 "" 250.19 0.706581338 0.000101817 2.744491146 1999 85 3 "M" NA
"868" "SR11343" 11343 "" 289.12 0.706538558 0.000128833 2.640296671 1999 85 3 "M" NA
"869" "SR11343" 11343 "" 326.36 0.706400322 0.000166598 2.658677365 1999 85 3 "M" NA
"870" "SR11343" 11343 "y" 372.74 0.706502276 0.000102194 3.391105828 1999 85 3 "M" NA
"871" "SR11343" 11343 "y" 416.42 0.706449122 0.000134708 3.501110312 1999 85 3 "M" NA
"872" "SR11343" 11343 "y" 443.5 0.706498973 0.000120461 3.191842178 1999 85 3 "M" NA
"873" "SR11343" 11343 "" 459.07 0.706437693 0.00012214 2.997859678 1999 85 3 "M" NA
"874" "SR11343" 11343 "y" 469.23 0.70649198 0.000175169 3.047855508 1999 85 3 "M" NA
"875" "SR11343" 11343 "" 492.25 0.70657589 0.000122141 2.88156254 1999 85 3 "M" NA
"876" "SR11343" 11343 "" 507.15 0.706783987 0.000107036 2.828130276 1999 85 3 "M" NA
"877" "SR11343" 11343 "" 531.52 0.706762834 0.000154645 3.140545261 1999 85 3 "M" NA
"878" "SR11343" 11343 "" 541.68 0.707427778 0.000183382 3.525839647 1999 85 3 "M" NA
"879" "SR11343" 11343 "" 571.47 0.708480712 5.54e-05 4.223280028 1999 85 3 "M" NA
"880" "SR11343" 11343 "" 612.1 0.708790009 0.000131192 4.063126313 1999 85 3 "M" NA
"881" "SR11343" 11343 "" 638.17 0.708936843 0.000113163 4.187662753 1999 85 3 "M" NA
"882" "SR11343" 11343 "" 676.76 0.708933383 9.49e-05 4.493946099 1999 85 3 "M" NA
"883" "SR11343" 11343 "" 715.7 0.708985895 7.76e-05 4.488584074 1999 85 3 "M" NA
"884" "SR11343" 11343 "" 749.89 0.709042211 9.17e-05 4.207424936 1999 85 3 "M" NA
"885" "SR11344" 11344 "" 60.94 0.708394348 0.000187285 2.438114929 1999 76 3 "F" NA
"886" "SR11344" 11344 "" 88.36 0.708086446 0.000118514 2.388509553 1999 76 3 "F" NA
"887" "SR11344" 11344 "" 121.54 0.707730959 0.000125894 2.602475262 1999 76 3 "F" NA
"888" "SR11344" 11344 "" 164.54 0.707453946 0.000119801 2.703393061 1999 76 3 "F" NA
"889" "SR11344" 11344 "" 207.87 0.707258152 0.000139801 2.728812327 1999 76 3 "F" NA
"890" "SR11344" 11344 "" 246.8 0.706946409 0.000121635 2.814329866 1999 76 3 "F" NA
"891" "SR11344" 11344 "y" 288.44 0.707269327 0.000121308 3.389595287 1999 76 3 "F" NA
"892" "SR11344" 11344 "y" 323.32 0.707295651 0.000107596 3.381941421 1999 76 3 "F" NA
"893" "SR11344" 11344 "y" 362.59 0.707177603 0.000179175 3.551833502 1999 76 3 "F" NA
"894" "SR11344" 11344 "y" 400.51 0.707337862 0.000129499 3.268939354 1999 76 3 "F" NA
"895" "SR11344" 11344 "y" 439.44 0.707265784 0.000115704 3.372045352 1999 76 3 "F" NA
"896" "SR11344" 11344 "y" 473.97 0.707246683 0.000149365 3.375076219 1999 76 3 "F" NA
"897" "SR11344" 11344 "y" 514.6 0.707281802 0.000146435 3.222994008 1999 76 3 "F" NA
"898" "SR11344" 11344 "" 558.61 0.708408633 0.000134558 3.757591941 1999 76 3 "F" NA
"899" "SR11344" 11344 "" 607.02 0.708852668 8.43e-05 3.508271613 1999 76 3 "F" NA
"900" "SR11344" 11344 "" 643.58 0.70896673 0.000132194 3.555358562 1999 76 3 "F" NA
"901" "SR11344" 11344 "" 680.82 0.708985617 0.000127673 3.531046197 1999 76 3 "F" NA
"902" "SR11344" 11344 "" 721.11 0.709233494 7.88e-05 3.598083244 1999 76 3 "F" NA
"903" "SR11344" 11344 "" 761.06 0.709131926 0.000130197 3.700193951 1999 76 3 "F" NA
"904" "SR11344" 11344 "" 802.7 0.709100574 0.000108113 3.639234629 1999 76 3 "F" NA
"905" "SR11346" 11346 "" 9.14 0.708733714 7.75e-05 3.818163711 1999 81 3 "F" NA
"906" "SR11346" 11346 "" 39.61 0.708724235 7.07e-05 4.336794374 1999 81 3 "F" NA
"907" "SR11346" 11346 "" 73.8 0.708136455 0.000156667 3.436702209 1999 81 3 "F" NA
"908" "SR11346" 11346 "" 110.71 0.708208386 0.000149027 4.020693507 1999 81 3 "F" NA
"909" "SR11346" 11346 "" 152.35 0.70778812 0.0001099 3.885693844 1999 81 3 "F" NA
"910" "SR11346" 11346 "" 192.64 0.707510696 9.45e-05 3.908839386 1999 81 3 "F" NA
"911" "SR11346" 11346 "" 238.34 0.70683271 0.000113046 3.53470402 1999 81 3 "F" NA
"912" "SR11346" 11346 "y" 275.92 0.706523737 9.93e-05 3.061896316 1999 81 3 "F" NA
"913" "SR11346" 11346 "y" 317.56 0.706539724 0.000135664 3.080004603 1999 81 3 "F" NA
"914" "SR11346" 11346 "y" 353.79 0.706560053 0.000140227 3.472182098 1999 81 3 "F" NA
"915" "SR11346" 11346 "y" 397.46 0.70648631 0.000120246 4.298335417 1999 81 3 "F" NA
"916" "SR11346" 11346 "" 416.42 0.706584089 0.000131537 4.269034827 1999 81 3 "F" NA
"917" "SR11346" 11346 "y" 436.05 0.706408997 0.000108582 5.146495767 1999 81 3 "F" NA
"918" "SR11346" 11346 "" 460.77 0.706679983 9.45e-05 5.166750629 1999 81 3 "F" NA
"919" "SR11346" 11346 "" 482.43 0.7068217 0.000136459 4.837835544 1999 81 3 "F" NA
"920" "SR11346" 11346 "" 518.32 0.708270597 0.000124002 6.102415853 1999 81 3 "F" NA
"921" "SR11346" 11346 "" 553.19 0.708748573 0.000143013 5.242906183 1999 81 3 "F" NA
"922" "SR11346" 11346 "" 591.45 0.708969225 0.000100515 4.825584956 1999 81 3 "F" NA
"923" "SR11346" 11346 "" 629.7 0.708995428 9.92e-05 4.506643011 1999 81 3 "F" NA
"924" "SR11346" 11346 "" 664.24 0.709087148 9.74e-05 5.077764086 1999 81 3 "F" NA
"925" "SR11346" 11346 "" 705.54 0.709018969 0.000134361 5.080696039 1999 81 3 "F" NA
"926" "SR11346" 11346 "" 743.79 0.709194062 0.000120318 5.042685546 1999 81 3 "F" NA
"927" "SR11348" 11348 "" 11.51 0.708476443 0.000143586 2.744296279 1999 78 3 "F" NA
"928" "SR11348" 11348 "" 57.22 0.707934537 0.000109948 3.253027451 1999 78 3 "F" NA
"929" "SR11348" 11348 "" 95.13 0.707869047 0.000100405 3.237668334 1999 78 3 "F" NA
"930" "SR11348" 11348 "" 151.33 0.707492817 0.000125693 3.087092033 1999 78 3 "F" NA
"931" "SR11348" 11348 "" 190.6 0.707484895 7.71e-05 2.970063653 1999 78 3 "F" NA
"932" "SR11348" 11348 "" 231.23 0.706743379 8.99e-05 2.888928581 1999 78 3 "F" NA
"933" "SR11348" 11348 "y" 266.44 0.706619818 9.44e-05 2.911278607 1999 78 3 "F" NA
"934" "SR11348" 11348 "y" 307.07 0.706631557 0.000114541 3.037592929 1999 78 3 "F" NA
"935" "SR11348" 11348 "y" 343.63 0.706532409 9.69e-05 3.254841926 1999 78 3 "F" NA
