"id" "type" "sex" "site" "trap" "utm59e" "utm59n" "cluster" "length" "weight" "gonade_w" "srlarvae" "balarvae" "sradult" "baadult" "increment1" "increment2" "increment3" "increment4" "otolithradius" "age"
"131" "WaiS-04" "Diet" "F" "Waipori" "S2" 431392 4908322 "EL" 45.29 1.376 0.18 0.940616388303532 0.00189899860042043 0.899896180798548 0.00210463235403465 0.293258426966292 0.374157303370787 0.232584269662921 NA 0.9 1
"132" "WaiS-05" "Diet" "M" "Waipori" "S5AM" 431978 4908487 "EL" 41.26 0.913 0.004 1.32014925982774 0.00230352662891977 0.951827801952361 0.00317139027079245 0.182278481012658 0.455696202531646 0.162025316455696 NA 0.8 1
"133" "WaiS-06" "Diet" "M" "Waipori" "S5AM" 431978 4908487 "EL" 44.32 1.106 0.009 1.2181354928386 0.00219364686432659 1.13249493721512 0.0020152242708876 NA NA NA NA NA NA
"134" "WaiS-07" "Diet" "F" "Waipori" "S5AM" 431978 4908487 "EL" 49.8 1.546 0.168 1.193103431516 0.0015093376174286 1.19912555301266 0.00138115688065985 0.3 0.39 0.23 NA 0.92 1
"135" "WaiS-08" "Diet" "M" "Waipori" "S5AM" 431978 4908487 "EL" 45.69 1.04 0.005 1.09462972248284 0.00198700959206041 1.1629278810661 0.0033917871941499 NA NA NA NA NA NA
"136" "WaiS-09" "Diet" "F" "Waipori" "S5AM" 431978 4908487 "EL" 60.2 2.3 0.042 0.971273100915523 0.00178371441619612 0.44240178822478 0.00089977882108167 0.353723404255319 0.41436170212766 0.181914893617021 NA 0.95 1
"137" "WaiS-10" "Diet" "M" "Waipori" "S1" 431417 4908533 "EL" 49.19 1.276 0.005 1.13336202320835 0.00180265627233841 0.722483679739605 0.00160840621823942 0.34 0.36 0.18 NA 0.88 1
"138" "WaiS-11" "Diet" "F" "Waipori" "S2AM" 431392 4908322 "EL" 47.76 1.071 0.026 1.1672174550246 0.00224289399681871 1.13089790091549 0.00430201545038025 0.297341772151899 0.348607594936709 0.164050632911392 NA 0.81 1
"139" "WaiS-12" "Diet" "F" "Waipori" "S2AM" 431392 4908322 "EL" 42.4 1.021 0.054 NA NA NA NA NA NA NA NA NA NA
"140" "WaiS-13" "Diet" "M" "Waipori" "S2AM" 431392 4908322 "EL" 51.12 1.329 0.005 0.975646249838945 0.00220365269869904 0.635812688719224 0.00147755788891237 0.28 0.43 0.2 NA 0.91 1
"141" "WaiS-14" "Diet" "F" "Waipori" "S2AM" 431392 4908322 "EL" 50.89 1.56 0.24 1.11880742881386 0.00196447849889568 0.791982894761187 0.000876221916946475 0.336263736263736 0.425274725274725 0.138461538461538 NA 0.9 1
"142" "WaiS-15" "Diet" "F" "Waipori" "S2AM" 431392 4908322 "EL" 55 1.748 0.066 0.852103565469022 0.00158456820764268 1.11623431833971 0.00301514389624277 0.3 0.44 0.19 NA 0.93 1
